統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤),ratio
2011-01-01,臺北市,84890,37233,1484,39134,7040,1.045,0.9514233147646548
2011-01-01,桃園市,63683,29189,1061,26048,7384,1.026,1.1205850737100738
2011-01-01,臺中市,69403,36596,1377,25685,5745,0.845,1.4248004671987542
2011-01-01,臺南市,51527,25986,1684,18793,5065,0.887,1.3827488958654819
2011-01-01,高雄市,90038,47973,2318,32857,6890,1.047,1.4600541741485833
2011-01-01,宜蘭縣,14999,6406,395,5618,2580,1.051,1.1402634389462443
2011-01-01,新竹縣,15102,8275,460,5197,1169,0.949,1.5922647681354627
2011-01-01,苗栗縣,15009,8400,258,5331,1021,0.863,1.5756893640967924
2011-01-01,彰化縣,39402,23011,525,11379,4487,0.972,2.0222339397135074
2011-01-01,南投縣,15593,8017,267,5616,1694,0.956,1.4275284900284901
2011-01-01,雲林縣,16649,10710,327,4449,1162,0.749,2.407282535401214
2011-01-01,嘉義縣,15666,9479,275,5076,836,0.931,1.8674152876280536
2011-01-01,屏東縣,23060,14260,722,6706,1371,0.852,2.12645392186102
2011-01-01,臺東縣,5953,3396,139,1897,520,0.833,1.790195044807591
2011-01-01,花蓮縣,9382,4906,434,3326,717,0.894,1.4750450992182802
2011-01-01,澎湖縣,2812,1564,21,935,293,0.936,1.6727272727272726
2011-01-01,基隆市,12689,6076,437,5105,1071,1.066,1.190205680705191
2011-01-01,新竹市,13641,6410,898,5289,1043,1.059,1.2119493287956136
2011-01-01,嘉義市,9207,4876,296,3130,904,1.09,1.5578274760383386
2011-01-01,金門縣,1590,896,74,503,118,0.526,1.7813121272365806
2011-01-01,連江縣,683,258,33,274,119,2.215,0.9416058394160584
2011-02-01,新北市,84851,32852,1795,35871,14332,0.777,0.9158373059017033
2011-02-01,臺北市,69557,29576,641,33272,6068,0.947,0.8889156047126713
2011-02-01,桃園市,56459,25879,487,23188,6905,1.007,1.1160514058996032
2011-02-01,臺中市,63020,32401,991,24010,5619,0.849,1.3494793835901708
2011-02-01,臺南市,48038,25206,712,16952,5169,0.916,1.4869042000943842
2011-02-01,高雄市,79517,40865,1725,30310,6616,1.024,1.3482349059716265
2011-02-01,宜蘭縣,13692,5458,322,5387,2525,1.062,1.0131798774828291
2011-02-01,新竹縣,12687,7201,35,4314,1137,0.883,1.6692165044042653
2011-02-01,苗栗縣,14599,7426,120,6061,991,0.929,1.2252103613265137
2011-02-01,彰化縣,36998,20921,581,10914,4582,1.011,1.9168957302547187
2011-02-01,南投縣,13966,7296,106,4940,1624,0.948,1.476923076923077
2011-02-01,雲林縣,15507,9941,169,4240,1158,0.772,2.3445754716981133
2011-02-01,嘉義縣,14915,9173,210,4699,833,0.982,1.9521174718025112
2011-02-01,屏東縣,21055,12681,359,6637,1378,0.862,1.9106524031942143
2011-02-01,臺東縣,5779,3284,117,1857,520,0.896,1.7684437264404955
2011-02-01,花蓮縣,8444,4454,73,3173,744,0.891,1.403718878033407
2011-02-01,澎湖縣,2642,1437,16,908,281,0.974,1.5825991189427313
2011-02-01,基隆市,11638,5525,203,4851,1058,1.084,1.1389404246547103
2011-02-01,新竹市,10570,5473,225,3816,1056,0.908,1.4342243186582808
2011-02-01,嘉義市,8365,4232,210,2967,956,1.097,1.426356589147287
2011-02-01,金門縣,1525,897,18,493,116,0.557,1.81947261663286
2011-02-01,連江縣,612,187,40,273,113,2.198,0.684981684981685
2011-03-01,新北市,85577,31664,2335,36436,15142,0.708,0.8690306290481941
2011-03-01,臺北市,73101,30170,1030,35164,6737,0.898,0.8579797520191105
2011-03-01,桃園市,55445,26143,692,21671,6939,0.893,1.206358728254349
2011-03-01,臺中市,64169,33338,927,23987,5918,0.781,1.3898361612540127
2011-03-01,臺南市,51441,26992,1040,18346,5063,0.886,1.47127439223809
2011-03-01,高雄市,85521,44902,1827,32088,6703,0.995,1.399339316878584
2011-03-01,宜蘭縣,14890,5227,431,6670,2562,1.044,0.7836581709145427
2011-03-01,新竹縣,13378,7695,30,4500,1153,0.84,1.71
2011-03-01,苗栗縣,14201,7631,102,5457,1012,0.817,1.3983873923401136
2011-03-01,彰化縣,36354,20057,569,11161,4567,0.898,1.7970611952334021
2011-03-01,南投縣,13597,6973,74,4872,1677,0.834,1.43123973727422
2011-03-01,雲林縣,15149,9682,191,4066,1210,0.682,2.381210034431874
2011-03-01,嘉義縣,14579,8983,222,4518,856,0.868,1.9882691456396635
2011-03-01,屏東縣,21001,12643,294,6634,1430,0.777,1.9057883629785952
2011-03-01,臺東縣,5426,3027,105,1782,512,0.76,1.6986531986531987
2011-03-01,花蓮縣,8213,4308,156,3011,739,0.783,1.4307539023580207
2011-03-01,澎湖縣,2686,1424,71,898,293,0.895,1.5857461024498887
2011-03-01,基隆市,11083,5266,261,4495,1061,0.933,1.171523915461624
2011-03-01,新竹市,12453,6089,614,4657,1092,0.966,1.3074940949108869
2011-03-01,嘉義市,8565,4293,262,3085,924,1.015,1.3915721231766613
2011-03-01,金門縣,1625,893,87,501,143,0.534,1.782435129740519
2011-03-01,連江縣,483,193,30,171,90,1.566,1.128654970760234
2011-04-01,新北市,86521,29661,2330,38889,15641,0.74,0.7627092494021446
2011-04-01,臺北市,79466,29606,977,41728,7154,1.008,0.7094996165644172
2011-04-01,桃園市,52570,22576,451,22483,7061,0.875,1.0041364586576524
2011-04-01,臺中市,61490,30756,947,24214,5574,0.773,1.270174279342529
2011-04-01,臺南市,54476,26003,972,22197,5304,0.969,1.1714646123350003
2011-04-01,高雄市,81092,40639,1752,31762,6939,0.975,1.2794849190856998
2011-04-01,宜蘭縣,13283,5100,311,5299,2573,0.963,0.9624457444800906
2011-04-01,新竹縣,13129,7358,29,4615,1127,0.851,1.5943661971830987
2011-04-01,苗栗縣,13959,7382,109,5511,957,0.83,1.3395028125567048
2011-04-01,彰化縣,35950,20166,433,10837,4514,0.918,1.8608470979053244
2011-04-01,南投縣,12694,6679,67,4296,1652,0.805,1.554702048417132
2011-04-01,雲林縣,15666,10069,161,4151,1286,0.729,2.4256805589014694
2011-04-01,嘉義縣,14654,9047,217,4553,836,0.902,1.987041511091588
2011-04-01,屏東縣,21151,12858,267,6568,1458,0.809,1.957673568818514
2011-04-01,臺東縣,6422,4051,114,1771,486,0.931,2.287408243929983
2011-04-01,花蓮縣,8119,4226,61,3053,780,0.8,1.38421225024566
2011-04-01,澎湖縣,2809,1530,63,903,312,0.968,1.6943521594684385
2011-04-01,基隆市,11372,5303,209,4795,1065,0.991,1.1059436913451512
2011-04-01,新竹市,11931,5864,311,4684,1071,0.955,1.251921434671221
2011-04-01,嘉義市,8670,4372,239,3119,940,1.062,1.4017313241423532
2011-04-01,金門縣,1586,885,31,533,138,0.537,1.6604127579737336
2011-04-01,連江縣,481,217,32,130,103,1.608,1.6692307692307693
2011-05-01,新北市,88558,31188,2319,38383,16668,0.732,0.8125472214261522
2011-05-01,臺北市,81356,32155,1123,40368,7709,0.997,0.796546769718589
2011-05-01,桃園市,49952,19893,584,21995,7480,0.804,0.9044328256421914
2011-05-01,臺中市,64756,33056,1029,24670,6001,0.787,1.3399270368869072
2011-05-01,臺南市,58118,28003,1414,23064,5637,1.001,1.2141432535553243
2011-05-01,高雄市,85239,43591,1710,32733,7206,0.992,1.3317141722420798
2011-05-01,宜蘭縣,14392,5957,273,5570,2592,1.01,1.0694793536804308
2011-05-01,新竹縣,13679,7817,16,4720,1126,0.858,1.6561440677966102
2011-05-01,苗栗縣,14481,7794,135,5538,1015,0.833,1.4073672806067172
2011-05-01,彰化縣,37754,21474,459,11274,4547,0.933,1.9047365620010643
2011-05-01,南投縣,13765,7533,84,4414,1734,0.846,1.7066153149071137
2011-05-01,雲林縣,16390,10492,174,4413,1311,0.738,2.3775209607976433
2011-05-01,嘉義縣,15113,9524,208,4514,866,0.901,2.109880372175454
2011-05-01,屏東縣,22455,13765,260,6983,1446,0.832,1.971215809823858
2011-05-01,臺東縣,6556,4140,83,1809,523,0.92,2.288557213930348
2011-05-01,花蓮縣,8807,4540,107,3326,833,0.841,1.365003006614552
2011-05-01,澎湖縣,3047,1704,71,931,342,1.017,1.8302900107411386
2011-05-01,基隆市,11913,5700,197,4912,1104,1.005,1.1604234527687296
2011-05-01,新竹市,12609,6151,352,4895,1211,0.976,1.2565883554647599
2011-05-01,嘉義市,9171,4746,210,3302,913,1.087,1.4373107207752878
2011-05-01,金門縣,1708,1003,39,503,162,0.557,1.9940357852882704
2011-05-01,連江縣,524,221,42,139,121,1.693,1.589928057553957
2011-06-01,新北市,90620,32246,2315,39257,16802,0.774,0.8214076470438393
2011-06-01,臺北市,81765,31799,1192,40690,8084,1.035,0.781494224625215
2011-06-01,桃園市,56808,25851,639,22740,7578,0.944,1.136807387862797
2011-06-01,臺中市,64798,32645,949,25052,6152,0.814,1.3030895736867316
2011-06-01,臺南市,52733,25492,1373,20540,5327,0.938,1.2410905550146056
2011-06-01,高雄市,82502,41097,1570,32668,7167,0.992,1.258020080813028
2011-06-01,宜蘭縣,14459,5965,239,5658,2598,1.049,1.0542594556380347
2011-06-01,新竹縣,14209,7999,22,5035,1153,0.92,1.588679245283019
2011-06-01,苗栗縣,15130,8190,126,5558,1255,0.899,1.473551637279597
2011-06-01,彰化縣,38163,21764,513,11389,4497,0.975,1.9109667222758802
2011-06-01,南投縣,13903,7371,69,4747,1716,0.883,1.5527701706340846
2011-06-01,雲林縣,15981,10435,170,4143,1232,0.744,2.5187062515085685
2011-06-01,嘉義縣,15309,9565,185,4772,787,0.944,2.0044006705783737
2011-06-01,屏東縣,22836,13861,671,6912,1392,0.876,2.005353009259259
2011-06-01,臺東縣,6436,4093,111,1724,507,0.935,2.3741299303944317
2011-06-01,花蓮縣,8969,4674,69,3388,838,0.885,1.3795749704840614
2011-06-01,澎湖縣,3248,1717,73,1112,346,1.121,1.544064748201439
2011-06-01,基隆市,12196,5821,190,5097,1088,1.064,1.14204433980773
2011-06-01,新竹市,12918,6223,311,5250,1134,1.032,1.1853333333333333
2011-06-01,嘉義市,9076,4616,274,3280,907,1.112,1.4073170731707316
2011-06-01,金門縣,1700,974,50,542,134,0.57,1.7970479704797049
2011-06-01,連江縣,468,209,42,137,80,1.56,1.5255474452554745
2011-07-01,新北市,85310,29835,2664,36170,16641,0.705,0.8248548520873652
2011-07-01,臺北市,81876,31765,1388,40748,7974,1.002,0.7795474624521449
2011-07-01,桃園市,59963,26952,686,24210,8115,0.964,1.1132589838909541
2011-07-01,臺中市,66558,34125,1325,25186,5921,0.808,1.3549193996664814
2011-07-01,臺南市,54378,25528,1270,22125,5455,0.935,1.1538079096045197
2011-07-01,高雄市,85674,41599,1291,35909,6876,0.997,1.1584560973572084
2011-07-01,宜蘭縣,14802,6142,286,5786,2588,1.039,1.061527825786381
2011-07-01,新竹縣,15211,8475,12,5539,1185,0.952,1.5300595775410724
2011-07-01,苗栗縣,14875,8065,180,5542,1088,0.856,1.4552508119812342
2011-07-01,彰化縣,38263,22090,394,11414,4366,0.946,1.935342561766252
2011-07-01,南投縣,14535,7834,100,4860,1741,0.894,1.6119341563786007
2011-07-01,雲林縣,16262,10439,177,4363,1283,0.734,2.392619757047903
2011-07-01,嘉義縣,15454,9538,276,4827,813,0.923,1.9759685104619846
2011-07-01,屏東縣,22880,13923,671,6908,1378,0.85,2.015489287782281
2011-07-01,臺東縣,6926,4264,104,1992,566,0.974,2.140562248995984
2011-07-01,花蓮縣,9005,4588,94,3489,833,0.861,1.3149899684723416
2011-07-01,澎湖縣,3247,1728,56,1104,359,1.084,1.565217391304348
2011-07-01,基隆市,12140,5754,237,5150,998,1.026,1.1172815533980582
2011-07-01,新竹市,13164,6327,350,5266,1220,1.017,1.201481200151918
2011-07-01,嘉義市,8868,4484,286,3232,865,1.051,1.3873762376237624
2011-07-01,金門縣,1787,1039,47,559,142,0.577,1.858676207513417
2011-07-01,連江縣,487,222,52,122,91,1.572,1.819672131147541
2011-08-01,新北市,81706,30006,2308,33342,16050,0.675,0.89994601403635055
2011-08-01,臺北市,81613,32312,1250,40385,7666,0.998,0.8000990466757459
2011-08-01,桃園市,59536,26665,668,23836,8367,0.956,1.1186860211444873
2011-08-01,臺中市,66415,33521,1387,25558,5949,0.806,1.311565850223022
2011-08-01,臺南市,53847,25519,896,21873,5558,0.926,1.166689525899511
2011-08-01,高雄市,85132,40664,1561,35793,7115,0.99,1.136088061911547
2011-08-01,宜蘭縣,14424,5888,290,5668,2579,1.013,1.0388143966125618
2011-08-01,新竹縣,14602,7939,18,5467,1179,0.913,1.4521675507591
2011-08-01,苗栗縣,14434,7593,166,5531,1144,0.83,1.3728078105225094
2011-08-01,彰化縣,38805,22220,565,11629,4391,0.96,1.910740390403302
2011-08-01,南投縣,14987,7798,96,5361,1733,0.923,1.4545793695206117
2011-08-01,雲林縣,16309,10414,186,4403,1306,0.736,2.3652055416761297
2011-08-01,嘉義縣,15985,9729,301,5123,833,0.956,1.8990825688073394
2011-08-01,屏東縣,22804,14112,509,6906,1277,0.848,2.043440486533449
2011-08-01,臺東縣,6941,3884,136,2333,588,0.978,1.664809258465495
2011-08-01,花蓮縣,8961,4552,156,3452,801,0.857,1.3186558516801854
2011-08-01,澎湖縣,3093,1663,75,1005,350,1.032,1.654726368159204
2011-08-01,基隆市,12248,5707,223,5293,1024,1.036,1.0782165123748346
2011-08-01,新竹市,12957,6116,412,5191,1237,1.001,1.178193026391832
2011-08-01,嘉義市,8196,3854,275,3160,907,0.972,1.219620253164557
2011-08-01,金門縣,1674,962,45,519,148,0.536,1.8535645472061657
2011-08-01,連江縣,521,215,49,157,100,1.682,1.3694267515923566
2011-09-01,新北市,81571,33292,2637,30763,14879,0.696,1.0822091473523388
2011-09-01,臺北市,80854,30879,1347,41143,7485,1.021,0.7505286439977639
2011-09-01,桃園市,56023,24201,708,23185,7929,0.929,1.0438214362734526
2011-09-01,臺中市,66741,33874,1411,25668,5788,0.837,1.319697678042699
2011-09-01,臺南市,52536,24809,1036,21450,5241,0.934,1.1565967365967367
2011-09-01,高雄市,81417,38147,1265,36218,5787,0.979,1.0532608095422167
2011-09-01,宜蘭縣,14197,5701,324,5573,2599,1.03,1.022967880854118
2011-09-01,新竹縣,13760,7521,27,5050,1161,0.888,1.4893069306930693
2011-09-01,苗栗縣,13992,7360,212,5436,984,0.831,1.3539367181751287
2011-09-01,彰化縣,36008,19353,519,11766,4371,0.921,1.6448240693523712
2011-09-01,南投縣,14270,7501,178,4901,1691,0.908,1.530503978779841
2011-09-01,雲林縣,16555,10219,191,4924,1221,0.772,2.0753452477660437
2011-09-01,嘉義縣,15997,9421,306,5464,805,0.989,1.724194729136164
2011-09-01,屏東縣,22826,13838,485,7222,1281,0.878,1.916089725837718
2011-09-01,臺東縣,6709,3807,139,2100,663,0.978,1.812857142857143
2011-09-01,花蓮縣,8866,4529,124,3444,769,0.877,1.315040650406504
2011-09-01,澎湖縣,3106,1576,74,1128,327,1.071,1.3971631205673758
2011-09-01,基隆市,12205,5526,249,5396,1034,1.068,1.0240919199406968
2011-09-01,新竹市,12711,6066,341,5091,1213,1.013,1.1915144372421922
2011-09-01,嘉義市,8788,4435,282,3181,891,1.078,1.3942156554542597
2011-09-01,金門縣,1796,1060,36,556,144,0.589,1.9064748201438848
2011-09-01,連江縣,486,191,52,154,89,1.615,1.2402597402597402
2011-10-01,新北市,86507,33649,2532,35048,15277,0.714,0.9600833143118009
2011-10-01,臺北市,81257,31073,1289,41158,7737,0.992,0.7549686573691627
2011-10-01,桃園市,55436,23193,695,23946,7602,0.889,0.9685542470558757
2011-10-01,臺中市,64381,31750,1154,25739,5737,0.781,1.233536656435759
2011-10-01,臺南市,51194,22802,1352,21524,5515,0.88,1.059375580747073
2011-10-01,高雄市,81978,37464,1230,36680,6603,0.954,1.0213740458015268
2011-10-01,宜蘭縣,13983,5464,363,5543,2612,0.982,0.9857477900054122
2011-10-01,新竹縣,13911,7573,16,5168,1154,0.868,1.4653637770897834
2011-10-01,苗栗縣,13451,7108,141,5230,973,0.773,1.3590822179732314
2011-10-01,彰化縣,34184,18248,609,10974,4352,0.846,1.6628394386732277
2011-10-01,南投縣,14022,7038,181,5068,1734,0.864,1.388713496448303
2011-10-01,雲林縣,15844,9758,240,4571,1275,0.716,2.134762633996937
2011-10-01,嘉義縣,15961,9378,329,5411,843,0.956,1.73313620402883
2011-10-01,屏東縣,21484,12780,417,7004,1283,0.8,1.8246716162193033
2011-10-01,臺東縣,6330,3571,105,2058,596,0.893,1.7351797862001943
2011-10-01,花蓮縣,8539,4517,121,3257,644,0.818,1.3868590727663495
2011-10-01,澎湖縣,2939,1507,76,1040,316,0.979,1.4490384615384615
2011-10-01,基隆市,12316,5507,250,5549,1010,1.044,0.99243106866102
2011-10-01,新竹市,12007,6162,218,4511,1116,0.925,1.3659942363112392
2011-10-01,嘉義市,8365,4090,319,3065,891,0.993,1.33442088091354
2011-10-01,金門縣,1623,908,43,538,135,0.511,1.687732342007435
2011-10-01,連江縣,558,192,47,156,162,1.786,1.2307692307692308
2011-11-01,新北市,85520,32334,2842,35792,14552,0.729,0.9033862315601252
2011-11-01,臺北市,79462,29684,1173,41105,7500,1.001,0.7221505899525605
2011-11-01,桃園市,44390,13195,642,22838,7714,0.736,0.577765128294947
2011-11-01,臺中市,64365,31474,1206,26101,5583,0.806,1.2058541818321138
2011-11-01,臺南市,49086,22004,1262,20316,5504,0.872,1.0830872218940737
2011-11-01,高雄市,77983,35197,1167,35222,6397,0.937,0.999290216342059
2011-11-01,宜蘭縣,13583,5192,350,5468,2574,0.986,0.9495245062179956
2011-11-01,新竹縣,13968,7327,22,5454,1166,0.9,1.3434176751008433
2011-11-01,苗栗縣,13704,7229,127,5216,1132,0.813,1.3859279141104295
2011-11-01,彰化縣,33955,18356,367,10935,4297,0.869,1.6786465477823502
2011-11-01,南投縣,14028,6999,259,5095,1674,0.894,1.3736997055937192
2011-11-01,雲林縣,16010,9947,220,4604,1239,0.748,2.1605125977410946
2011-11-01,嘉義縣,15605,9096,293,5312,905,0.966,1.7123493975903614
2011-11-01,屏東縣,20853,12302,378,6880,1293,0.803,1.7880813953488373
2011-11-01,臺東縣,6054,3419,104,1958,573,0.883,1.7461695607763024
2011-11-01,花蓮縣,8230,4181,108,3278,662,0.814,1.2754728492983527
2011-11-01,澎湖縣,2869,1447,71,1040,311,0.986,1.3913461538461538
2011-11-01,基隆市,11908,5187,228,5510,983,1.043,0.9413793103448276
2011-11-01,新竹市,11771,5826,221,4643,1081,0.936,1.2547921602412233
2011-11-01,嘉義市,8534,4011,575,3082,867,1.047,1.3014276443867618
2011-11-01,金門縣,1679,933,34,578,134,0.543,1.6141868512110726
2011-11-01,連江縣,558,192,50,150,166,1.843,1.28
2011-12-01,新北市,97087,35669,2985,44229,14204,0.8,0.8064618236903389
2011-12-01,臺北市,83829,32337,1336,42695,7461,1.021,0.7573954795643518
2011-12-01,桃園市,61433,31748,486,21836,7362,0.985,1.453929291078952
2011-12-01,臺中市,65485,32592,1261,26243,5389,0.793,1.2419311816484395
2011-12-01,臺南市,49540,22291,1169,20427,5653,0.851,1.0912517746120332
2011-12-01,高雄市,78590,35394,1087,35887,6222,0.914,0.9862624348649929
2011-12-01,宜蘭縣,13469,5122,329,5460,2558,0.946,0.9380952380952381
2011-12-01,新竹縣,14616,7582,35,5865,1135,0.911,1.2927536231884058
2011-12-01,苗栗縣,13621,7160,143,5399,919,0.782,1.3261715132431933
2011-12-01,彰化縣,34618,18399,563,11244,4412,0.857,1.6363393810032016
2011-12-01,南投縣,14440,7118,273,5314,1735,0.891,1.3394806172374858
2011-12-01,雲林縣,16421,9778,215,5215,1213,0.742,1.8749760306807286
2011-12-01,嘉義縣,15378,8673,264,5549,892,0.922,1.5629843214993693
2011-12-01,屏東縣,20953,12437,310,6912,1294,0.782,1.7993344907407407
2011-12-01,臺東縣,6516,3658,102,2140,616,0.92,1.7093457943925234
2011-12-01,花蓮縣,8462,4424,144,3292,602,0.81,1.3438639125151883
2011-12-01,澎湖縣,2859,1404,73,1063,318,0.949,1.3207902163687677
2011-12-01,基隆市,12042,5386,261,5405,990,1.022,0.9964847363552266
2011-12-01,新竹市,12027,5914,221,4777,1115,0.924,1.2380154908938665
2011-12-01,嘉義市,8400,3922,455,3152,871,0.998,1.244289340101523
2011-12-01,金門縣,1671,917,30,588,135,0.52,1.5595238095238095
2011-12-01,連江縣,593,198,52,153,190,1.893,1.2941176470588236
2012-01-01,新北市,110305,43988,4249,48009,14059,0.908,0.9162448707534004
2012-01-01,臺北市,76247,25227,1230,42477,7312,0.927,0.5938978741436542
2012-01-01,桃園市,62208,28329,678,25207,7995,0.997,1.1238544848653151
2012-01-01,臺中市,74754,38395,1338,29147,5875,0.905,1.3172882286341647
2012-01-01,臺南市,52497,24004,1166,21517,5809,0.902,1.1155830273737044
2012-01-01,高雄市,81967,38143,1198,35853,6773,0.953,1.0638719214570607
2012-01-01,宜蘭縣,15993,6781,448,6120,2644,1.124,1.1080065359477125
2012-01-01,新竹縣,16320,8914,92,6159,1156,1.017,1.4473128754667965
2012-01-01,苗栗縣,15902,8999,181,5756,967,0.913,1.5634120917303682
2012-01-01,彰化縣,39645,22562,835,11720,4528,0.982,1.925085324232082
2012-01-01,南投縣,16667,8977,299,5660,1731,1.029,1.5860424028268552
2012-01-01,雲林縣,19193,12112,307,5617,1156,0.868,2.1563111981484777
2012-01-01,嘉義縣,17598,10614,370,5673,941,1.056,1.8709677419354838
2012-01-01,屏東縣,23420,14045,699,7233,1443,0.874,1.941794552744366
2012-01-01,臺東縣,7139,4297,157,2058,627,1.009,2.0879494655004858
2012-01-01,花蓮縣,9879,5437,109,3666,667,0.946,1.483087834151664
2012-01-01,澎湖縣,2848,1425,58,1026,340,0.945,1.3888888888888888
2012-01-01,基隆市,14087,6680,441,5960,1006,1.196,1.1208053691275168
2012-01-01,新竹市,14286,7522,156,5385,1222,1.097,1.3968430826369544
2012-01-01,嘉義市,9205,4793,190,3310,911,1.094,1.448036253776435
2012-01-01,金門縣,1830,1081,23,575,152,0.567,1.88
2012-01-01,連江縣,598,236,42,163,156,1.906,1.4478527607361964
2012-02-01,新北市,85204,31638,2058,38271,13237,0.75,0.8266833895116407
2012-02-01,臺北市,66644,20266,944,38731,6703,0.866,0.5232501097312231
2012-02-01,桃園市,59284,25471,460,25241,8112,1.015,1.0091121587892715
2012-02-01,臺中市,60054,27961,1306,24687,6100,0.777,1.1326204075019242
2012-02-01,臺南市,48860,22005,862,20336,5657,0.898,1.0820712037765539
2012-02-01,高雄市,77132,36442,987,33394,6309,0.959,1.0912738815356051
2012-02-01,宜蘭縣,12829,4823,280,5220,2506,0.964,0.9239463601532567
2012-02-01,新竹縣,13847,7205,35,5460,1148,0.922,1.3195970695970696
2012-02-01,苗栗縣,13357,6855,134,5436,931,0.819,1.261037527593819
2012-02-01,彰化縣,32359,16447,585,10820,4507,0.857,1.5200554528650647
2012-02-01,南投縣,14032,6649,139,5608,1636,0.926,1.1856276747503567
2012-02-01,雲林縣,15498,9268,174,5004,1051,0.749,1.8521183053557155
2012-02-01,嘉義縣,15123,8502,195,5488,938,0.97,1.549198250728863
2012-02-01,屏東縣,19804,11789,225,6542,1248,0.791,1.802048303271171
2012-02-01,臺東縣,6412,3682,97,2077,557,0.97,1.7727491574386134
2012-02-01,花蓮縣,7890,4092,47,3062,689,0.808,1.3363814500326583
2012-02-01,澎湖縣,2465,1114,47,1017,287,0.874,1.095378564405113
2012-02-01,基隆市,11024,4775,253,5010,986,1.001,0.9530938123752495
2012-02-01,新竹市,10953,5594,128,4020,1211,0.898,1.391542288557214
2012-02-01,嘉義市,8024,3670,281,3102,971,1.019,1.1831076724693745
2012-02-01,金門縣,1587,883,20,545,139,0.521,1.620183486238532
2012-02-01,連江縣,587,201,51,175,161,1.997,1.1485714285714286
2012-03-01,新北市,93923,36372,2373,41551,13627,0.773,0.8753579937907632
2012-03-01,臺北市,71475,23183,1230,39491,7572,0.868,0.5870451495277405
2012-03-01,桃園市,61744,26490,530,25773,8950,0.988,1.0278198114305668
2012-03-01,臺中市,69067,33728,1299,27700,6340,0.835,1.2176173285198555
2012-03-01,臺南市,49960,22502,989,20795,5674,0.858,1.0820870401538831
2012-03-01,高雄市,80662,38564,1021,34226,6851,0.938,1.1267457488459067
2012-03-01,宜蘭縣,13491,5239,330,5382,2539,0.949,0.9734299516908212
2012-03-01,新竹縣,14162,7789,24,5143,1206,0.881,1.514485708730313
2012-03-01,苗栗縣,14250,7394,133,5754,969,0.818,1.2850191171359056
2012-03-01,彰化縣,34875,17639,530,12118,4588,0.864,1.4556032348572372
2012-03-01,南投縣,14566,6990,224,5648,1704,0.9,1.2376062322946175
2012-03-01,雲林縣,16163,10093,232,4693,1145,0.731,2.150649904112508
2012-03-01,嘉義縣,15658,8975,275,5457,950,0.941,1.6446765622136705
2012-03-01,屏東縣,21156,12581,305,6988,1282,0.791,1.8003720663995422
2012-03-01,臺東縣,6318,3632,104,2048,533,0.894,1.7734375
2012-03-01,花蓮縣,8507,4522,64,3187,733,0.815,1.4188892375274553
2012-03-01,澎湖縣,2588,1236,18,1031,303,0.857,1.1988360814742969
2012-03-01,基隆市,12234,5614,317,5292,1010,1.041,1.060846560846561
2012-03-01,新竹市,13090,6323,155,5367,1245,1.003,1.1781255822619714
2012-03-01,嘉義市,8356,3905,368,3199,884,0.993,1.2206939668646453
2012-03-01,金門縣,1610,904,32,530,144,0.491,1.7056603773584906
2012-03-01,連江縣,618,208,32,192,185,1.968,1.0833333333333333
2012-04-01,新北市,91407,34759,2516,40268,13865,0.777,0.86319161617165
2012-04-01,臺北市,67873,19589,1113,39690,7481,0.851,0.49355001259763165
2012-04-01,桃園市,57985,23373,511,25317,8784,0.958,0.9232136509065055
2012-04-01,臺中市,66688,31745,1105,27469,6368,0.833,1.1556663875641633
2012-04-01,臺南市,49388,22198,883,20822,5484,0.877,1.0660839496686196
2012-04-01,高雄市,77731,38060,919,32625,6127,0.934,1.1665900383141763
2012-04-01,宜蘭縣,13843,5349,417,5508,2569,1.006,0.9711328976034859
2012-04-01,新竹縣,14012,7646,35,5171,1161,0.9,1.4786308257590408
2012-04-01,苗栗縣,14204,7496,145,5595,968,0.842,1.3397676496872208
2012-04-01,彰化縣,34550,17004,557,12270,4718,0.885,1.3858190709046454
2012-04-01,南投縣,14414,7044,204,5488,1678,0.921,1.283527696793003
2012-04-01,雲林縣,16427,10182,187,4866,1192,0.768,2.092478421701603
2012-04-01,嘉義縣,15902,9149,246,5490,1017,0.989,1.6664845173041893
2012-04-01,屏東縣,20880,12410,254,6907,1310,0.807,1.7967279571449255
2012-04-01,臺東縣,6298,3615,114,2023,546,0.922,1.7869500741473059
2012-04-01,花蓮縣,8172,4258,74,3111,728,0.81,1.3686917389906783
2012-04-01,澎湖縣,2685,1333,14,1029,308,0.918,1.2954324586977648
2012-04-01,基隆市,11988,5376,273,5311,1029,1.054,1.0122387497646395
2012-04-01,新竹市,12800,6162,136,5367,1133,1.013,1.1481274455002795
2012-04-01,嘉義市,8356,3912,424,3190,830,1.026,1.226332288401254
2012-04-01,金門縣,1705,975,37,535,159,0.532,1.8224299065420562
2012-04-01,連江縣,694,217,38,207,231,2.283,1.0483091787439613
2012-05-01,新北市,95168,36147,2733,42023,14265,0.783,0.8601718106751065
2012-05-01,臺北市,69879,21027,1245,39456,8151,0.847,0.5329227493917275
2012-05-01,桃園市,52336,17521,617,24828,9369,0.837,0.7056951828580634
2012-05-01,臺中市,71194,33622,1440,29490,6643,0.86,1.1401152933197694
2012-05-01,臺南市,50182,22504,1003,21058,5616,0.862,1.0686674897901036
