統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤)
2005-04-01,高雄縣,32953,22484,633,8316,1520,0.887
2016-06-01,基隆市,13058,5527,180,6349,1002,1.171
2005-04-01,宜蘭縣,11531,6830,169,3122,1410,0.832
2016-06-01,新竹市,12588,4845,136,6549,1058,0.964
2005-04-01,新竹縣,12753,9295,284,2955,219,0.906
2016-06-01,嘉義市,7749,2846,230,3961,712,0.956
2005-04-01,苗栗縣,15569,10879,158,3948,584,0.936
2016-06-01,金門縣,2395,1142,64,997,191,0.599
2005-04-01,彰化縣,31171,24860,374,4898,1039,0.789
2016-06-01,連江縣,510,164,94,137,114,1.356
2005-04-01,南投縣,14541,8774,166,3273,2328,0.904
2016-07-01,新北市,77650,23603,3039,40156,10851,0.63
2005-04-01,雲林縣,20035,14306,302,4777,649,0.908
2016-07-01,臺北市,63478,18283,1020,38042,6133,0.758
2005-04-01,嘉義縣,15171,12462,192,1952,565,0.908
2016-07-01,桃園市,67128,34869,866,29240,2152,1.018
2005-04-01,屏東縣,22804,18581,148,3193,881,0.845
2016-07-01,臺中市,68244,30651,426,33407,3760,0.799
2016-07-01,臺南市,53255,20001,1201,25734,6319,0.911
2005-04-01,臺東縣,6447,4745,49,1160,494,0.899
2016-07-01,高雄市,80093,31843,1880,38944,7427,0.93
2005-04-01,花蓮縣,10736,6607,304,2708,1117,1.029
2016-07-01,宜蘭縣,13565,6534,370,6021,641,0.956
2005-04-01,澎湖縣,3609,2339,201,841,228,1.31
2016-07-01,新竹縣,13723,6121,52,6873,676,0.812
2005-04-01,基隆市,10068,6889,199,2138,843,0.856
2016-07-01,苗栗縣,17778,7353,468,8885,1072,1.022
2005-04-01,新竹市,11402,7332,54,2845,1171,0.98
2016-07-01,彰化縣,33250,16489,639,15266,856,0.832
2005-04-01,嘉義市,8150,6111,189,1447,403,1.003
2016-07-01,南投縣,15617,7320,104,7184,1009,0.993
2005-04-01,金門縣,1625,1207,9,312,97,0.82
2016-07-01,雲林縣,15664,8043,253,6311,1057,0.725
2005-04-01,連江縣,1143,582,195,176,190,4.069
2016-07-01,嘉義縣,15655,6599,80,8e3,976,0.976
2005-05-01,新北市,114264,86326,5914,16427,5597,0.991
2016-07-01,屏東縣,25734,13082,1607,10090,955,0.99
2005-05-01,臺北市,82538,45646,2005,27503,7383,1.017
2016-07-01,臺東縣,9082,3729,52,4702,599,1.323
2005-05-01,桃園市,59080,39217,525,14374,4963,1.024
2016-07-01,花蓮縣,9456,4645,25,4296,491,0.921
2005-05-01,臺中市,60538,38111,1593,14313,6521,0.766
2016-07-01,澎湖縣,3861,1492,45,1941,383,1.217
2005-05-01,臺中市(舊),24978,13539,532,7221,3686,0.789
2016-07-01,基隆市,12766,5380,172,6302,913,1.107
2005-05-01,臺中縣,35559,24572,1061,7092,2834,0.75
2005-05-01,臺南市,59715,41233,1653,13924,2905,1.035
2016-07-01,新竹市,12902,4812,186,6935,970,0.956
2005-05-01,臺南市(舊),30048,16433,1034,10590,1990,1.283
2016-07-01,嘉義市,7471,2715,178,3933,646,0.892
2005-05-01,臺南縣,29667,24801,618,3334,914,0.866
2016-07-01,金門縣,2405,1147,37,1035,185,0.582
2005-05-01,高雄市,74014,53615,1683,14946,3770,0.868
2016-07-01,連江縣,496,168,49,154,126,1.277
2005-05-01,高雄市(舊),40342,29762,1092,7168,2320,0.86
2016-08-01,新北市,91279,24303,3004,53724,10248,0.741
2016-08-01,臺北市,61874,17696,1302,37056,5820,0.739
2005-05-01,高雄縣,33672,23853,591,7778,1450,0.877
2005-05-01,宜蘭縣,12833,7780,131,3512,1410,0.896
2016-08-01,桃園市,72714,34683,1240,34818,1973,1.101
2016-08-01,臺中市,69683,31210,390,34315,3768,0.815
2005-05-01,新竹縣,12178,9689,527,1745,216,0.836
2005-05-01,苗栗縣,17236,11761,311,4474,690,0.999
2016-08-01,臺南市,58167,18501,2213,31053,6400,0.995
2016-08-01,高雄市,77675,32405,1462,36381,7426,0.902
2005-05-01,彰化縣,33446,26568,437,5464,977,0.82
2016-08-01,宜蘭縣,12941,6122,335,5877,607,0.912
2005-05-01,南投縣,15154,9187,160,3341,2465,0.912
2005-05-01,雲林縣,19679,14419,249,4317,694,0.864
2016-08-01,新竹縣,13520,6262,82,6531,645,0.8
2016-08-01,苗栗縣,15027,7515,225,6217,1070,0.864
2005-05-01,嘉義縣,15659,12855,281,1941,582,0.907
2016-08-01,彰化縣,35182,16947,705,16627,903,0.881
2005-05-01,屏東縣,25111,20603,160,3506,842,0.901
2016-08-01,南投縣,16107,7424,128,7548,1007,1.025
2005-05-01,臺東縣,6461,4874,55,1030,502,0.872
2016-08-01,雲林縣,16685,8807,258,6521,1099,0.773
2005-05-01,花蓮縣,11422,6951,339,2941,1191,1.06
2005-05-01,澎湖縣,3464,2181,177,850,256,1.215
2016-08-01,嘉義縣,15711,6283,123,8253,1052,0.98
2005-05-01,基隆市,10758,6913,267,2695,882,0.885
2016-08-01,屏東縣,25247,13015,801,10436,995,0.972
2005-05-01,新竹市,12830,8676,54,2925,1175,1.066
2016-08-01,臺東縣,8506,3479,35,4404,588,1.24
2016-08-01,花蓮縣,9715,4687,25,4502,501,0.946
2005-05-01,嘉義市,9082,6874,466,1340,402,1.08
2005-05-01,金門縣,1579,1216,7,251,105,0.766
2016-08-01,澎湖縣,3370,1487,49,1471,363,1.062
2016-08-01,基隆市,12613,5253,142,6307,911,1.094
2005-05-01,連江縣,1209,613,230,176,190,4.16
2005-06-01,新北市,110537,82515,5164,17260,5598,0.99
2016-08-01,新竹市,12572,4422,166,6994,990,0.931
2005-06-01,臺北市,82061,44945,2589,28057,6471,1.045
2016-08-01,嘉義市,7514,2813,129,3938,634,0.898
2005-06-01,桃園市,59409,38151,541,15630,5088,1.062
2016-08-01,金門縣,2583,1178,47,1161,198,0.624
2005-06-01,臺中市,59696,37766,1243,14564,6123,0.78
2016-08-01,連江縣,500,171,51,171,107,1.285
2005-06-01,臺中市(舊),23978,12628,527,7356,3466,0.782
2016-09-01,新北市,80739,26331,3479,40730,10199,0.677
2005-06-01,臺中縣,35719,25138,716,7208,2657,0.779
2016-09-01,臺北市,63886,19367,1391,37416,5711,0.789
2005-06-01,臺南市,63210,44232,2256,14046,2675,1.132
2016-09-01,桃園市,76923,36179,432,38309,2003,1.201
2005-06-01,臺南市(舊),32031,17752,1741,10758,1780,1.412
2016-09-01,臺中市,69988,30834,392,35185,3576,0.846
2005-06-01,臺南縣,31178,26481,515,3288,895,0.94
2016-09-01,臺南市,57401,19102,3219,28627,6454,1.015
2005-06-01,高雄市,77048,57470,1692,14750,3137,0.933
2016-09-01,高雄市,82453,33554,2510,38965,7424,0.989
2005-06-01,高雄市(舊),43029,32734,1032,7423,1840,0.948
2016-09-01,宜蘭縣,11859,4938,273,6075,573,0.864
2005-06-01,高雄縣,34019,24736,660,7327,1297,0.915
2016-09-01,新竹縣,13722,6108,75,6877,662,0.838
2005-06-01,宜蘭縣,12711,7763,117,3401,1430,0.918
2016-09-01,苗栗縣,14963,7643,290,6026,1004,0.89
2005-06-01,新竹縣,11891,9414,200,2063,214,0.842
2016-09-01,彰化縣,34520,17e3,430,15745,1344,0.893
2005-06-01,苗栗縣,16584,11236,399,4260,689,0.994
2016-09-01,南投縣,15465,7461,155,6877,972,1.018
2005-06-01,彰化縣,32759,25643,382,5796,938,0.83
2016-09-01,雲林縣,16736,8515,457,6553,1211,0.801
2005-06-01,南投縣,14631,8629,185,3171,2646,0.91
2016-09-01,嘉義縣,16159,6185,107,8809,1057,1.042
2005-06-01,雲林縣,20578,14537,817,4507,716,0.934
2016-09-01,屏東縣,32352,14582,3204,13590,975,1.288
2005-06-01,嘉義縣,17297,13735,1004,1956,602,1.036
2016-09-01,臺東縣,8181,3304,47,4275,556,1.233
2005-06-01,屏東縣,27830,22737,491,3829,773,1.032
2016-09-01,花蓮縣,9264,4506,23,4277,458,0.932
2005-06-01,臺東縣,6349,4823,48,1059,419,0.884
2016-09-01,澎湖縣,3514,1490,67,1616,341,1.141
2005-06-01,花蓮縣,11646,7147,283,3075,1140,1.117
2016-09-01,基隆市,12877,5427,178,6351,921,1.154
2005-06-01,澎湖縣,3712,1977,673,808,253,1.344
2016-09-01,新竹市,13173,4964,136,7e3,1073,1.007
2005-06-01,基隆市,11570,7466,305,2985,813,0.983
2016-09-01,嘉義市,7591,2946,96,3917,632,0.937
2005-06-01,新竹市,13430,8643,60,3549,1178,1.152
2016-09-01,金門縣,2557,1151,27,1165,213,0.636
2005-06-01,嘉義市,9497,6887,593,1687,329,1.166
2016-09-01,連江縣,487,167,71,143,106,1.29
2016-10-01,新北市,92745,25980,3560,53203,10002,0.753
2005-06-01,金門縣,1627,1229,9,287,102,0.811
2005-06-01,連江縣,1211,615,230,176,190,4.3
2016-10-01,臺北市,64428,19768,1467,37899,5294,0.771
2005-07-01,新北市,109139,79815,5593,18569,5163,0.945
2016-10-01,桃園市,68488,29109,39,37402,1938,1.033
2005-07-01,臺北市,82159,45674,2775,27668,6042,1.013
2016-10-01,臺中市,67635,29018,292,34903,3423,0.79
2005-07-01,桃園市,58193,37338,566,15347,4942,1.006
2016-10-01,臺南市,54507,18903,2099,27271,6234,0.933
2005-07-01,臺中市,62328,39452,2104,15259,5513,0.787
2016-10-01,高雄市,80252,32513,2406,37894,7438,0.932
2005-07-01,臺中市(舊),26167,14688,907,7479,3093,0.825
2016-10-01,宜蘭縣,14521,6819,354,6782,566,1.024
2005-07-01,臺中縣,36160,24764,1197,7780,2420,0.763
2016-10-01,新竹縣,13869,6048,150,7044,627,0.819
2005-07-01,臺南市,66415,46825,3218,13959,2412,1.151
2016-10-01,苗栗縣,15151,7308,443,6449,951,0.873
2005-07-01,臺南市(舊),32596,18483,1817,10655,1641,1.39
2016-10-01,彰化縣,34615,16742,667,15824,1383,0.867
2005-07-01,臺南縣,33819,28341,1402,3305,771,0.987
2016-10-01,南投縣,15094,6987,161,7088,858,0.963
2005-07-01,高雄市,86148,59817,4026,19515,2789,1.01
2016-10-01,雲林縣,23026,7949,568,13473,1036,1.068
2005-07-01,高雄市(舊),50400,34897,2548,11391,1564,1.075
2016-10-01,嘉義縣,15793,6072,187,8437,1097,0.987
2005-07-01,高雄縣,35748,24920,1478,8124,1225,0.931
2016-10-01,屏東縣,26806,11880,2115,11853,958,1.033
2005-07-01,宜蘭縣,13211,7889,197,3555,1571,0.923
2016-10-01,臺東縣,6990,3224,48,3147,570,1.02
2005-07-01,新竹縣,11677,9394,205,1882,197,0.798
2016-10-01,花蓮縣,9741,4570,22,4681,468,0.949
2005-07-01,苗栗縣,15948,11154,406,3802,585,0.928
2016-10-01,澎湖縣,3300,1351,78,1561,310,1.034
2005-07-01,彰化縣,32797,24999,985,5887,925,0.804
2016-10-01,基隆市,12522,5165,196,6211,951,1.086
2005-07-01,南投縣,13875,8971,234,3400,1270,0.835
2016-10-01,新竹市,13250,4762,250,7090,1148,0.98
2005-07-01,雲林縣,18564,14144,401,3344,674,0.815
2016-10-01,嘉義市,7508,2708,261,3935,604,0.898
2005-07-01,嘉義縣,15431,12327,554,1970,580,0.894
2016-10-01,金門縣,2860,1147,12,1525,177,0.686
2005-07-01,屏東縣,27864,22946,355,3851,712,1
2016-10-01,連江縣,550,170,83,185,113,1.408
2005-07-01,臺東縣,6585,4987,96,1096,406,0.888
2016-11-01,新北市,89524,24459,3059,52902,9104,0.75
2005-07-01,花蓮縣,18075,7471,6139,3389,1077,1.679
2016-11-01,臺北市,60629,18355,1124,36311,4839,0.75
2005-07-01,澎湖縣,3509,2065,413,819,212,1.228
2016-11-01,桃園市,70317,31805,44,36638,1830,1.094
2005-07-01,基隆市,11369,7361,262,3064,682,0.935
2016-11-01,臺中市,62337,23397,295,35412,3233,0.752
2005-07-01,新竹市,11606,8274,59,2171,1102,0.962
2016-11-01,臺南市,53278,18501,1800,26882,6096,0.942
2005-07-01,嘉義市,9993,7138,905,1690,259,1.186
2016-11-01,高雄市,79185,30936,2e3,38862,7387,0.95
2005-07-01,金門縣,1631,1221,8,325,77,0.781
2016-11-01,宜蘭縣,12473,5581,297,6036,559,0.909
2005-07-01,連江縣,1179,588,234,176,181,4.048
2016-11-01,新竹縣,13605,5908,140,6969,588,0.829
2005-08-01,新北市,112572,81901,5431,19694,5547,0.975
2016-11-01,苗栗縣,18082,6795,307,10086,894,1.077
2005-08-01,臺北市,80151,44570,2631,27658,5292,0.988
2016-11-01,彰化縣,33006,15533,633,15498,1342,0.855
2005-08-01,桃園市,58394,37024,636,15643,5092,1.013
2016-11-01,南投縣,14386,6309,106,7109,861,0.949
2005-08-01,臺中市,61278,38674,1680,15509,5414,0.774
2016-11-01,雲林縣,15432,7452,267,6699,1014,0.74
2005-08-01,臺中市(舊),24046,12678,592,7819,2958,0.757
2016-11-01,嘉義縣,15117,5691,120,8210,1095,0.976
2005-08-01,臺中縣,37231,25996,1088,7691,2456,0.785
2016-11-01,屏東縣,22380,10513,810,10125,932,0.892
2005-08-01,臺南市,67937,47324,3143,14875,2595,1.177
2016-11-01,臺東縣,7051,2921,50,3514,567,1.063
2005-08-01,臺南市(舊),33088,18209,1685,11473,1720,1.41
2016-11-01,花蓮縣,9189,4050,23,4684,431,0.925
2005-08-01,臺南縣,34849,29114,1458,3402,875,1.018
2016-11-01,澎湖縣,2961,1124,61,1467,310,0.958
2005-08-01,高雄市,77583,57202,2401,15063,2917,0.91
2016-11-01,基隆市,12181,4855,184,6172,970,1.091
2005-08-01,高雄市(舊),42926,32780,1520,6913,1713,0.916
2016-11-01,新竹市,11766,3874,270,6473,1149,0.898
2005-08-01,高雄縣,34657,24422,882,8150,1203,0.903
2016-11-01,嘉義市,7338,2627,207,3923,581,0.907
2005-08-01,宜蘭縣,12708,7295,234,3611,1568,0.888
2016-11-01,金門縣,2842,1075,61,1528,178,0.703
2005-08-01,新竹縣,10956,9310,236,1269,141,0.748
2016-11-01,連江縣,503,151,57,195,100,1.33
2005-08-01,苗栗縣,15899,11340,346,3608,605,0.926
2016-12-01,新北市,89221,27976,3210,47778,10258,0.723
2005-08-01,彰化縣,32880,25304,729,5938,909,0.806
2016-12-01,臺北市,64581,20909,1255,36752,5665,0.773
2005-08-01,南投縣,14398,9103,256,3755,1284,0.867
2016-12-01,桃園市,70908,32371,43,36502,1992,1.066
2005-08-01,雲林縣,18767,14644,539,2844,740,0.825
2016-12-01,臺中市,75128,29560,468,41412,3688,0.876
2005-08-01,嘉義縣,16511,13197,704,2035,576,0.957
2016-12-01,臺南市,54846,18851,1942,27802,6250,0.938
2005-08-01,屏東縣,24783,20088,298,3660,737,0.89
2016-12-01,高雄市,77688,30407,1418,38607,7256,0.902
2005-08-01,臺東縣,6418,4889,70,988,471,0.865
2016-12-01,宜蘭縣,14147,5702,322,7522,601,0.997
2005-08-01,花蓮縣,14007,7296,2521,3132,1057,1.301
2016-12-01,新竹縣,14002,5977,95,7302,627,0.825
2005-08-01,澎湖縣,3239,1861,382,798,197,1.132
2016-12-01,苗栗縣,21623,6979,478,13211,955,1.247
2005-08-01,基隆市,12278,7662,179,3702,734,1.01
2016-12-01,彰化縣,34292,16416,505,16120,1250,0.859
2005-08-01,新竹市,12717,8128,105,3397,1087,1.054
2016-12-01,南投縣,15071,6945,117,7111,898,0.962
2016-12-01,雲林縣,16011,7966,258,6845,942,0.743
2005-08-01,嘉義市,9208,6755,669,1532,251,1.092
2016-12-01,嘉義縣,15343,6029,94,8090,1129,0.96
2005-08-01,金門縣,1674,1243,8,342,80,0.796
2005-08-01,連江縣,1227,593,250,197,187,4.209
2016-12-01,屏東縣,23005,11610,424,10057,914,0.888
2005-09-01,新北市,109406,75927,5121,22920,5438,0.978
2016-12-01,臺東縣,8165,3216,42,4306,602,1.193
2005-09-01,臺北市,80190,44523,2892,27534,5242,1.021
2016-12-01,花蓮縣,9525,4184,20,4836,485,0.929
2016-12-01,澎湖縣,3287,1202,61,1714,310,1.028
2005-09-01,桃園市,57197,35427,831,15877,5062,1.024
2016-12-01,基隆市,13007,5384,193,6450,980,1.128
2005-09-01,臺中市,66100,41715,2684,16695,5007,0.862
2005-09-01,臺中市(舊),27165,15597,986,7853,2728,0.883
2016-12-01,新竹市,12913,4700,313,6726,1174,0.953
2016-12-01,嘉義市,7466,2719,220,3978,549,0.892
2005-09-01,臺中縣,38936,26117,1699,8841,2279,0.848
2016-12-01,金門縣,3178,1147,80,1763,188,0.759
2005-09-01,臺南市,61887,41030,3026,14819,3012,1.108
2016-12-01,連江縣,571,165,62,245,99,1.463
2005-09-01,臺南市(舊),32120,17020,1663,11163,2275,1.415
2005-09-01,臺南縣,29767,24010,1364,3656,737,0.898
2005-09-01,高雄市,75858,52898,2002,18008,2950,0.919
2005-09-01,高雄市(舊),43287,30512,1320,9754,1701,0.955
2005-09-01,高雄縣,32571,22386,682,8254,1249,0.876
2005-09-01,宜蘭縣,12754,6999,267,3786,1702,0.921
2005-09-01,新竹縣,11303,9076,132,1960,135,0.796
2005-09-01,苗栗縣,16138,11395,654,3479,610,0.971
2005-09-01,彰化縣,33034,25555,942,5590,948,0.837
2005-09-01,南投縣,13993,8781,381,3579,1253,0.871
2005-09-01,雲林縣,18742,14028,686,3398,630,0.851
2005-09-01,嘉義縣,15647,12364,745,1988,550,0.938
2005-09-01,屏東縣,22408,17995,92,3510,811,0.831
2005-09-01,臺東縣,6300,4550,73,1193,484,0.878
2005-09-01,花蓮縣,12938,6913,1985,3051,989,1.243
2005-09-01,澎湖縣,2765,1755,7,829,174,0.998
2005-09-01,基隆市,12379,7949,525,3130,775,1.053
2005-09-01,新竹市,12712,7921,71,3647,1073,1.087
2005-09-01,嘉義市,9633,7121,681,1502,329,1.181
2005-09-01,金門縣,1603,1143,9,373,78,0.781
2005-09-01,連江縣,1230,584,278,181,187,4.108
2005-10-01,新北市,109896,74521,5078,24705,5592,0.95
2005-10-01,臺北市,77142,42246,1842,27448,5606,0.951
2005-10-01,桃園市,56535,35846,839,14850,5e3,0.974
2017-01-01,新北市,89717,30469,5286,43525,10438,0.727
2005-10-01,臺中市,58044,35535,1401,15930,5178,0.732
2017-01-01,臺北市,72151,22465,1245,42824,5617,0.863
2005-10-01,臺中市(舊),23681,12393,584,7809,2895,0.744
2017-01-01,桃園市,73416,30138,36,41417,1825,1.102
2005-10-01,臺中縣,34363,23142,817,8121,2283,0.724
2017-01-01,臺中市,72581,32e3,335,36460,3786,0.846
2005-10-01,臺南市,60571,40837,2874,14153,2706,1.05
2017-01-01,臺南市,58654,19301,1735,31598,6020,1.003
2005-10-01,臺南市(舊),30185,16124,1590,10580,1891,1.287
2017-01-01,高雄市,79234,30762,3051,38181,7240,0.92
2005-10-01,臺南縣,30385,24713,1285,3573,815,0.887
2017-01-01,宜蘭縣,15305,6818,448,7455,583,1.079
2005-10-01,高雄市,72638,50917,1778,17025,2917,0.851
2017-01-01,新竹縣,14409,6476,217,7057,658,0.849
2005-10-01,高雄市(舊),38912,27774,1106,8383,1649,0.831
2017-01-01,苗栗縣,16194,8233,518,6447,996,0.935
2005-10-01,高雄縣,33726,23143,673,8643,1268,0.877
2017-01-01,彰化縣,36044,16909,841,17097,1197,0.903
2005-10-01,宜蘭縣,12006,6578,136,3649,1644,0.839
2017-01-01,南投縣,15772,7442,300,7129,900,1.007
2005-10-01,新竹縣,11173,8928,164,1868,213,0.761
2017-01-01,雲林縣,16572,8290,364,6739,1179,0.77
2005-10-01,苗栗縣,15009,10358,294,3734,624,0.873
2017-01-01,嘉義縣,15160,6277,106,7661,1116,0.949
2005-10-01,彰化縣,30337,23436,453,5385,1063,0.744
2017-01-01,屏東縣,23752,11492,836,10518,906,0.917
2005-10-01,南投縣,13625,8231,177,3951,1266,0.821
2017-01-01,臺東縣,7833,3451,137,3650,596,1.145
2005-10-01,雲林縣,18021,13513,542,3437,530,0.792
2017-01-01,花蓮縣,10607,4876,42,5215,474,1.034
2005-10-01,嘉義縣,14142,11028,581,1999,535,0.82
2017-01-01,澎湖縣,3474,1383,55,1735,300,1.085
2005-10-01,屏東縣,22423,17708,165,3657,894,0.805
2017-01-01,基隆市,15198,6118,403,7700,977,1.318
2005-10-01,臺東縣,6320,4444,84,1297,495,0.853
2017-01-01,新竹市,14171,5313,683,6999,1176,1.045
2005-10-01,花蓮縣,14247,7231,2852,3158,1007,1.325
2017-01-01,嘉義市,7491,2901,96,3945,548,0.895
2005-10-01,澎湖縣,3111,1796,352,775,188,1.087
2017-01-01,金門縣,2659,1020,69,1360,210,0.635
2005-10-01,基隆市,11798,7515,274,3177,832,0.971
2017-01-01,連江縣,538,165,70,203,100,1.375
2005-10-01,新竹市,11226,7429,36,2711,1050,0.928
2017-02-01,新北市,93767,25620,3338,54960,9849,0.841
2005-10-01,嘉義市,9734,6926,1181,1241,387,1.155
2017-02-01,臺北市,61616,18712,859,36812,5234,0.817
2005-10-01,金門縣,1385,995,8,312,70,0.648
2017-02-01,桃園市,72179,31229,32,39070,1848,1.198
2005-10-01,連江縣,1188,569,260,180,178,3.635
2017-02-01,臺中市,68746,28876,655,35688,3527,0.886
2005-11-01,新北市,102501,70691,4735,21544,5531,0.915
2017-02-01,臺南市,54404,19010,1335,27972,6086,1.03
2005-11-01,臺北市,74965,41136,1431,27385,5013,0.955
2017-02-01,高雄市,75390,28693,1679,37768,7250,0.969
2005-11-01,桃園市,55450,34307,812,15254,5077,0.988
2017-02-01,宜蘭縣,14430,6439,251,7143,597,1.127
2005-11-01,臺中市,56312,34978,1317,14840,5176,0.733
2017-02-01,新竹縣,13708,5954,90,7060,604,0.893
2005-11-01,臺中市(舊),23183,12099,535,7664,2885,0.751
2017-02-01,苗栗縣,16492,7116,256,8096,1025,1.054
2005-11-01,臺中縣,33129,22879,782,7176,2291,0.721
2017-02-01,彰化縣,34388,15529,489,16993,1377,0.955
2005-11-01,臺南市,58404,38843,2997,14035,2530,1.046
2017-02-01,南投縣,14987,7528,69,6479,911,1.061
2005-11-01,臺南市(舊),29851,15869,1594,10656,1732,1.314
2017-02-01,雲林縣,15607,7770,210,6219,1408,0.803
2005-11-01,臺南縣,28553,22974,1403,3378,798,0.862
2017-02-01,嘉義縣,15165,5934,74,8060,1096,1.052
2005-11-01,高雄市,70844,49772,1696,16367,3009,0.858
2017-02-01,屏東縣,22985,11192,434,10475,883,0.983
2005-11-01,高雄市(舊),37175,26788,1047,7709,1630,0.82
2017-02-01,臺東縣,7460,3294,44,3527,595,1.207
2005-11-01,高雄縣,33668,22984,649,8657,1378,0.905
2017-02-01,花蓮縣,9190,4039,24,4671,456,0.992
2005-11-01,宜蘭縣,11815,6476,130,3514,1694,0.853
2017-02-01,澎湖縣,2853,1124,47,1393,290,0.986
2005-11-01,新竹縣,11202,8841,157,1997,207,0.787
2017-02-01,基隆市,12135,4836,105,6213,980,1.165
2005-11-01,苗栗縣,14325,10336,376,2953,660,0.861
2017-02-01,新竹市,12592,4513,313,6621,1145,1.027
2005-11-01,彰化縣,30664,23223,518,5652,1271,0.777
2017-02-01,嘉義市,6905,2703,29,3626,547,0.914
2005-11-01,南投縣,13901,8209,260,4183,1250,0.865
2017-02-01,金門縣,2655,1111,35,1356,153,0.701
2005-11-01,雲林縣,17361,13059,462,3329,511,0.789
2017-02-01,連江縣,510,136,72,205,97,1.439
2005-11-01,嘉義縣,13921,10715,612,2062,532,0.834
2017-03-01,新北市,81058,26238,3513,41393,9914,0.657
2005-11-01,屏東縣,22628,17864,83,3812,869,0.84
2017-03-01,臺北市,64756,20023,1191,38107,5434,0.775
2005-11-01,臺東縣,6276,4411,72,1284,510,0.876
2017-03-01,桃園市,76360,32736,34,41742,1847,1.143
2005-11-01,花蓮縣,11995,6742,1267,3025,962,1.155
2017-03-01,臺中市,70581,29794,484,36763,3540,0.822
2005-11-01,澎湖縣,3016,1736,332,775,173,1.088
2017-03-01,臺南市,55818,20237,1441,28437,5704,0.955
2005-11-01,基隆市,12019,7591,276,3318,835,1.022
2017-03-01,高雄市,80384,30479,1158,41870,6876,0.933
2005-11-01,新竹市,12412,7535,31,3694,1152,1.06
2017-03-01,宜蘭縣,13637,5918,265,6996,458,0.962
2005-11-01,嘉義市,8352,6606,339,1051,356,1.023
2017-03-01,新竹縣,13800,6236,102,6864,598,0.812
2005-11-01,金門縣,1418,1001,9,331,76,0.681
2017-03-01,苗栗縣,16028,7246,453,7344,984,0.927
2005-11-01,連江縣,1127,552,220,177,177,3.577
2017-03-01,彰化縣,34259,15296,457,17184,1322,0.859
2005-12-01,新北市,111088,76663,5256,23796,5374,0.959
2017-03-01,南投縣,14282,6923,66,6449,844,0.914
2005-12-01,臺北市,77781,43553,1670,27354,5204,0.959
2017-03-01,雲林縣,15939,7544,178,6791,1426,0.741
2005-12-01,桃園市,56867,35094,550,16052,5171,0.979
2017-03-01,嘉義縣,14881,6026,103,7664,1087,0.933
2005-12-01,臺中市,58411,36334,1668,15169,5239,0.735
2017-03-01,屏東縣,23583,11471,391,10765,956,0.912
2005-12-01,臺中市(舊),23903,12582,641,7648,3032,0.749
2017-03-01,臺東縣,7154,3065,40,3472,576,1.046
2005-12-01,臺中縣,34507,23752,1027,7521,2207,0.726
2017-03-01,花蓮縣,9262,4173,33,4568,488,0.904
2005-12-01,臺南市,61074,40626,2855,14734,2859,1.058
2017-03-01,澎湖縣,3172,1205,56,1631,280,0.991
2005-12-01,臺南市(舊),31335,16551,1567,11143,2074,1.335
2017-03-01,基隆市,12380,4917,165,6315,983,1.073
2005-12-01,臺南縣,29739,24075,1288,3591,785,0.868
2017-03-01,新竹市,12920,4797,234,6698,1192,0.951
2005-12-01,高雄市,74383,50201,1484,19310,3388,0.872
2017-03-01,嘉義市,6895,2687,75,3605,529,0.824
2005-12-01,高雄市(舊),40932,27656,867,10717,1692,0.874
2017-03-01,金門縣,2655,997,73,1406,178,0.633
2005-12-01,高雄縣,33451,22544,617,8593,1697,0.869
2017-03-01,連江縣,549,160,70,221,98,1.398
2005-12-01,宜蘭縣,12004,6664,118,3572,1651,0.839
2017-04-01,新北市,84881,25656,3200,45343,10683,0.711
2005-12-01,新竹縣,11257,8770,142,2134,211,0.764
2017-04-01,臺北市,62157,19110,953,36631,5463,0.769
2005-12-01,苗栗縣,13944,9957,281,3055,651,0.811
2017-04-01,桃園市,67766,25697,35,40216,1818,1.046
2005-12-01,彰化縣,31135,23327,456,6026,1326,0.764
2017-04-01,臺中市,66265,26629,336,35693,3608,0.797
2005-12-01,南投縣,14041,8395,229,4178,1241,0.845
2017-04-01,臺南市,50910,15738,1393,27506,6274,0.9
2005-12-01,雲林縣,17866,13130,561,3630,545,0.797
2017-04-01,高雄市,78600,29e3,1027,42046,6527,0.943
2005-12-01,嘉義縣,14304,10981,592,2179,551,0.829
2017-04-01,宜蘭縣,13220,5710,239,6709,563,0.964
2005-12-01,屏東縣,22573,17755,129,3665,1023,0.811
2017-04-01,新竹縣,14270,6037,88,7522,623,0.867
2005-12-01,臺東縣,6334,4427,73,1323,510,0.857
2017-04-01,苗栗縣,16428,6922,233,8278,996,0.982
2005-12-01,花蓮縣,11367,6457,905,3005,1e3,1.06
2017-04-01,彰化縣,33045,14516,331,16972,1227,0.857
2005-12-01,澎湖縣,2997,1665,347,781,205,1.046
2017-04-01,南投縣,13587,6815,75,5878,819,0.899
2005-12-01,基隆市,10933,7010,221,2902,800,0.9
2017-04-01,雲林縣,15379,7186,174,6700,1320,0.739
2005-12-01,新竹市,12901,7939,73,3740,1149,1.066
2017-04-01,嘉義縣,14950,5969,79,7788,1114,0.97
2005-12-01,嘉義市,8531,6406,735,993,397,1.012
2017-04-01,屏東縣,23454,11328,423,10795,908,0.938
