序號,統計期,統計區,"總計 (公噸)","紙類及紙製品 (公噸)","金屬類 (公噸)","塑膠及橡膠製品 (公噸)","玻璃製品 (公噸)","紡織品 (公噸)","家電用品 (公噸)","電池 (公噸)","資訊及通信物品 (公噸)","農藥容器及特殊環境用藥容器 (公噸)","食用油 (公噸)","其他 (公噸)"
3304,"105年 10月",臺北市,"37,899","25,264","10,605",591,847,66,77,15,39,0,12,382
3305,"93年 7月",新北市,"15,713","7,757","5,252","1,184",740,267,264,102,75,0,0,70
3306,"105年 10月",桃園市,"37,402","21,249","5,592","3,571","4,909",274,577,199,220,9,17,785
3307,"93年 7月",臺北市,"25,126","17,138","5,403","1,002",857,150,190,32,299,0,0,54
3308,"105年 10月",臺中市,"34,903","18,955","6,218","4,385","3,170",204,481,103,251,12,6,"1,119"
3309,"93年 7月",桃園市,"9,767","5,949","1,386",716,807,138,194,59,37,0,0,481
3310,"105年 10月",臺南市,"27,271","13,980","6,633","2,999","2,321",378,323,176,125,11,10,314
3311,"93年 7月",臺中市,"11,355","5,943","1,615","1,294","1,620",168,132,91,65,0,0,427
3312,"105年 10月",高雄市,"37,894","18,453","6,154","2,405","3,261","1,025",680,232,481,6,10,"5,188"
3313,"93年 7月",臺中市(舊),"5,489","3,371",558,436,658,61,43,33,13,0,0,315
3314,"105年 10月",宜蘭縣,"6,782","2,768","1,521",706,722,127,95,33,21,1,35,753
3315,"93年 7月",臺中縣,"5,866","2,572","1,057",858,961,107,89,58,52,0,0,112
3316,"105年 10月",新竹縣,"7,044","3,517","2,087",741,507,10,78,41,28,3,0,33
3317,"93年 7月",臺南市,"10,508","4,892","3,078","1,479",555,272,70,72,16,0,0,73
3318,"105年 10月",苗栗縣,"6,449","3,043","1,257",871,850,110,179,54,27,3,1,55
3319,"93年 7月",臺南市(舊),"7,458","3,493","2,538",976,271,108,37,9,10,0,0,16
3320,"105年 10月",彰化縣,"15,824","7,436","3,285","1,992","1,681",285,226,296,87,31,1,505
3321,"93年 7月",臺南縣,"3,050","1,399",540,502,284,163,33,63,7,0,0,58
3322,"105年 10月",南投縣,"7,088","3,539","1,667","1,019",655,58,70,28,15,8,6,23
3323,"93年 7月",高雄市,"12,691","5,552","3,702","1,414","1,458",177,222,61,49,0,0,55
3324,"105年 10月",雲林縣,"13,473","3,033","2,360","1,012",524,129,"4,258",105,"1,286",16,1,750
3325,"93年 7月",高雄市(舊),"6,911","3,152","2,074",780,659,84,128,12,21,0,0,0
3326,"105年 10月",嘉義縣,"8,437","3,222","2,191","1,669",793,114,171,41,31,12,2,190
3327,"93年 7月",高雄縣,"5,780","2,399","1,628",634,799,93,94,49,29,0,0,55
3328,"105年 10月",屏東縣,"11,853","4,969","2,980","1,477","1,650",142,177,168,34,5,3,248
3329,"93年 7月",宜蘭縣,"2,361","1,342",391,240,296,50,25,10,6,0,0,0
3330,"105年 10月",臺東縣,"3,147","1,203",291,"1,096",463,8,10,8,3,5,31,31
3331,"93年 7月",新竹縣,"1,262",677,413,97,45,0,15,8,5,0,0,0
3332,"105年 10月",花蓮縣,"4,681","2,565",565,784,411,15,144,24,26,2,97,47
3333,"93年 7月",苗栗縣,"1,847","1,002",375,233,145,25,26,28,12,0,0,1
3334,"105年 10月",澎湖縣,"1,561",896,313,147,157,6,19,9,5,0,1,7
3335,"93年 7月",彰化縣,"5,163","2,758",689,604,601,107,84,38,28,0,0,254
3336,"105年 10月",基隆市,"6,211","3,981",983,688,411,42,63,5,26,0,3,7
3337,"93年 7月",南投縣,"2,621",997,893,309,296,33,37,22,4,0,0,30
3338,"105年 10月",新竹市,"7,090","4,914",793,460,418,262,67,69,22,0,16,70
3339,"93年 7月",雲林縣,"2,972","1,302",947,289,303,22,36,11,5,0,0,57
3340,"105年 10月",嘉義市,"3,935","1,413","1,160",624,249,109,240,30,51,0,0,59
3341,"93年 7月",嘉義縣,"1,536",643,472,234,125,28,20,7,5,0,0,1
3342,"105年 10月",金門縣,"1,525",759,314,161,75,2,32,10,13,0,7,153
3343,"93年 7月",屏東縣,"3,920",910,663,300,320,40,775,19,233,0,0,659
3344,"105年 10月",連江縣,185,55,81,26,7,1,8,1,1,0,2,3
3345,"93年 7月",臺東縣,"1,094",722,129,166,66,0,5,4,1,0,0,1
3346,"105年 11月",新北市,"52,902","29,407","11,536","6,982","2,564","1,069",396,104,111,1,18,714
3347,"93年 7月",花蓮縣,"2,137",864,604,425,160,21,31,15,5,0,0,13
3348,"105年 11月",臺北市,"36,311","24,095","9,826",938,844,86,99,26,53,0,11,334
3349,"93年 7月",澎湖縣,623,322,30,70,101,5,50,1,8,0,0,37
3350,"105年 11月",桃園市,"36,638","20,614","5,593","3,640","4,889",294,556,148,219,6,21,656
3351,"93年 7月",基隆市,"2,448","1,042",356,278,518,67,133,22,18,0,0,14
3352,"105年 11月",臺中市,"35,412","19,034","6,381","4,639","3,097",242,432,111,227,9,8,"1,233"
3353,"93年 7月",新竹市,"2,145","1,688",252,110,53,8,9,5,3,0,0,16
3354,"105年 11月",臺南市,"26,882","13,850","6,601","3,059","2,045",422,303,169,119,10,9,294
3355,"93年 7月",嘉義市,556,226,44,59,201,19,3,2,1,0,0,0
3356,"105年 11月",高雄市,"38,862","18,420","6,560","2,303","3,478","1,065",681,250,487,6,8,"5,603"
3357,"93年 7月",金門縣,329,150,118,39,4,0,12,4,1,0,0,1
3358,"105年 11月",宜蘭縣,"6,036","2,705","1,512",735,639,90,87,28,19,1,33,188
3359,"93年 7月",連江縣,176,55,86,13,3,2,8,3,3,0,0,2
3360,"105年 11月",新竹縣,"6,969","3,277","2,196",743,519,17,88,39,29,3,0,60
3361,"93年 8月",新北市,"15,872","7,757","5,371","1,325",754,256,195,81,73,0,0,61
3362,"105年 11月",苗栗縣,"10,086","2,932","1,331","2,389","2,885",125,247,70,28,4,1,73
3363,"93年 8月",臺北市,"24,416","17,624","4,142","1,336",795,150,244,24,33,0,0,69
3364,"105年 11月",彰化縣,"15,498","7,615","2,911","1,949","1,568",395,244,178,94,32,5,506
3365,"93年 8月",桃園市,"9,327","5,870","1,275",616,629,136,179,53,26,0,0,544
3366,"105年 11月",南投縣,"7,109","3,353","1,540",940,620,60,58,22,12,3,466,35
3367,"93年 8月",臺中市,"11,132","5,718","1,634","1,422","1,566",166,130,100,58,0,0,338
3368,"105年 11月",雲林縣,"6,699","2,234","2,210",699,573,29,458,81,34,29,6,347
3369,"93年 8月",臺中市(舊),"5,753","3,481",593,621,653,54,41,40,14,0,0,256
3370,"105年 11月",嘉義縣,"8,210","3,106","2,225","1,559",657,226,166,47,31,13,4,176
3371,"93年 8月",臺中縣,"5,379","2,236","1,041",801,913,113,89,60,44,0,0,82
3372,"105年 11月",屏東縣,"10,125","4,138","2,598","1,462","1,227",126,173,127,31,6,3,235
3373,"93年 8月",臺南市,"11,030","4,905","3,238","1,688",542,254,68,76,10,0,0,249
3374,"105年 11月",臺東縣,"3,514","1,079","1,073",959,313,10,15,8,4,5,26,22
3375,"93年 8月",臺南市(舊),"7,613","3,340","2,687","1,183",226,104,35,11,6,0,0,23
3376,"105年 11月",花蓮縣,"4,684","2,466",623,778,539,17,81,32,12,1,78,57
3377,"93年 8月",臺南縣,"3,417","1,565",551,505,316,150,33,65,4,0,0,227
3378,"105年 11月",澎湖縣,"1,467",847,326,138,103,5,27,9,5,0,1,7
3379,"93年 8月",高雄市,"13,233","6,037","3,464","1,517","1,542",159,251,85,51,0,0,127
3380,"105年 11月",基隆市,"6,172","4,174",969,466,417,43,58,5,26,0,2,11
3381,"93年 8月",高雄市(舊),"7,314","3,551","1,942",828,705,79,148,40,22,0,0,0
3382,"105年 11月",新竹市,"6,473","4,462",721,405,455,231,52,61,23,0,17,44
3383,"93年 8月",高雄縣,"5,919","2,486","1,522",689,837,80,103,45,29,0,0,127
3384,"105年 11月",嘉義市,"3,923","1,479","1,158",641,221,101,239,29,49,0,0,6
3385,"93年 8月",宜蘭縣,"2,372","1,453",349,241,237,46,25,13,8,0,0,0
3386,"105年 11月",金門縣,"1,528",837,314,169,57,2,35,10,14,0,7,83
3387,"93年 8月",新竹縣,"1,361",688,419,153,62,8,18,6,6,0,0,1
3388,"105年 11月",連江縣,195,53,75,23,6,1,9,1,1,0,2,24
3389,"93年 8月",苗栗縣,"1,911","1,077",371,233,153,24,24,25,4,0,0,1
3390,"105年 12月",新北市,"47,778","25,653","10,713","6,914","2,340",817,387,75,108,1,21,749
3391,"93年 8月",彰化縣,"5,392","2,903",741,588,569,125,94,82,42,0,0,246
3392,"105年 12月",臺北市,"36,752","23,845","10,918",533,869,106,77,26,36,0,12,329
3393,"93年 8月",南投縣,"2,731",952,"1,001",282,384,24,34,28,5,0,0,22
3394,"105年 12月",桃園市,"36,502","20,159","6,004","3,499","4,870",319,574,146,233,5,19,674
3395,"93年 8月",雲林縣,"3,052","1,342",973,251,339,18,41,30,6,0,0,52
3396,"105年 12月",臺中市,"41,412","25,243","5,987","4,526","3,325",289,462,110,253,11,6,"1,200"
3397,"93年 8月",嘉義縣,"1,842",642,669,241,154,24,23,72,15,0,0,1
3398,"105年 12月",臺南市,"27,802","14,360","6,779","3,102","2,191",441,313,173,123,11,9,301
3399,"93年 8月",屏東縣,"3,627",861,"1,007",296,317,35,807,10,199,0,0,96
3400,"105年 12月",高雄市,"38,607","17,501","6,382","2,921","3,296","1,269",692,226,485,6,9,"5,820"
3401,"93年 8月",臺東縣,"1,071",732,115,145,70,0,5,3,1,0,0,0
3402,"105年 12月",宜蘭縣,"7,522","2,774","2,725",724,632,103,104,41,25,1,33,361
3403,"93年 8月",花蓮縣,"2,173","1,062",555,281,142,22,53,16,7,0,0,36
3404,"105年 12月",新竹縣,"7,302","3,270","2,421",858,526,28,69,41,29,3,0,57
3405,"93年 8月",澎湖縣,647,348,36,54,109,3,49,24,5,0,0,19
3406,"105年 12月",苗栗縣,"13,211","3,129","5,148","1,168","2,008","1,248",331,56,29,3,1,91
3407,"93年 8月",基隆市,"2,463",967,288,302,684,53,134,19,15,0,0,0
3408,"105年 12月",彰化縣,"16,120","7,859","3,128","1,990","1,559",358,391,147,112,22,74,480
3409,"93年 8月",新竹市,"3,322","1,978",873,147,60,231,17,6,3,0,0,8
3410,"105年 12月",南投縣,"7,111","3,632","1,683",937,665,65,51,19,9,4,3,42
3411,"93年 8月",嘉義市,555,206,39,101,183,18,4,2,1,0,0,0
3412,"105年 12月",雲林縣,"6,845","2,352","2,249",722,632,36,340,152,33,30,4,294
3413,"93年 8月",金門縣,293,163,81,27,9,0,7,4,1,0,0,1
3414,"105年 12月",嘉義縣,"8,090","3,289","2,154","1,533",537,188,168,44,39,12,2,126
3415,"93年 8月",連江縣,176,55,86,13,3,2,9,3,3,0,0,2
3416,"105年 12月",屏東縣,"10,057","4,385","2,233","1,346","1,368",137,178,145,30,5,3,227
3417,"93年 9月",新北市,"15,916","7,498","5,617","1,251",750,273,258,59,154,0,0,56
3418,"105年 12月",臺東縣,"4,306","1,289","1,369","1,243",277,9,52,8,4,4,31,19
3419,"93年 9月",臺北市,"27,504","18,097","5,708","1,352","1,129",239,447,72,149,0,0,312
3420,"105年 12月",花蓮縣,"4,836","2,532",600,807,583,20,68,31,9,1,78,107
3421,"105年 12月",澎湖縣,"1,714","1,026",367,138,105,6,22,33,8,1,0,8
3422,"93年 9月",桃園市,"10,388","6,436","1,400",982,680,142,164,62,38,0,0,483
3423,"105年 12月",基隆市,"6,450","4,098",973,815,427,38,58,5,23,1,2,10
3424,"93年 9月",臺中市,"11,673","5,938","1,610","1,852","1,479",157,120,116,46,0,0,355
3425,"105年 12月",新竹市,"6,726","4,615",717,525,403,227,61,81,24,0,17,56
3426,"93年 9月",臺中市(舊),"6,564","3,653",633,"1,106",693,51,49,43,14,0,0,322
3427,"105年 12月",嘉義市,"3,978","1,583",993,772,235,77,223,28,49,0,0,18
3428,"93年 9月",臺中縣,"5,108","2,284",977,746,786,106,71,73,32,0,0,33
3429,"105年 12月",金門縣,"1,763",882,458,195,74,6,31,13,11,0,6,86
3430,"93年 9月",臺南市,"11,211","4,930","3,450","1,627",646,236,67,50,12,0,0,194
3431,"105年 12月",連江縣,245,61,132,19,6,1,9,2,1,0,2,14
3432,"93年 9月",臺南市(舊),"7,866","3,423","2,904","1,126",239,111,35,10,7,0,0,11
3433,106年,新北市,"606,677","320,953","143,667","73,554","34,857","13,184","5,505","2,694","1,270",95,236,"10,661"
3434,"93年 9月",臺南縣,"3,345","1,506",546,501,406,125,32,40,5,0,0,183
3435,106年,臺北市,"468,299","284,306","156,446","8,166","8,893","1,275","1,016",256,687,1,125,"7,128"
3436,"93年 9月",高雄市,"13,652","5,583","3,393","2,052","1,633",150,278,73,53,0,0,437
3437,106年,桃園市,"487,301","272,186","70,286","52,028","65,370","4,164","10,260","1,442","2,442",70,189,"8,865"
3438,"93年 9月",高雄市(舊),"7,750","3,172","1,838","1,270",829,73,134,22,21,0,0,390
3439,106年,臺中市,"457,481","244,603","68,729","68,113","41,805","3,073","5,427","1,495","2,626",125,"6,279","15,206"
3440,"93年 9月",高雄縣,"5,902","2,411","1,554",782,804,77,144,51,32,0,0,47
3441,106年,臺南市,"339,573","172,832","78,737","35,167","37,115","4,062","3,248","2,072","1,482",148,104,"4,607"
3442,"93年 9月",宜蘭縣,"2,384","1,357",400,230,307,44,26,13,8,0,0,0
3443,106年,高雄市,"496,185","233,943","73,154","35,699","48,061","16,791","8,752","2,663","5,716",89,74,"71,243"
3444,"93年 9月",新竹縣,"1,264",657,426,94,61,3,13,4,4,0,0,2
3445,106年,宜蘭縣,"83,769","36,933","21,283","12,075","7,990","1,063","1,203",530,294,57,476,"1,865"
3446,"93年 9月",苗栗縣,"2,153","1,182",523,240,136,18,25,21,7,0,0,1
3447,106年,新竹縣,"90,144","40,901","27,220","11,212","7,633",309,969,849,422,45,5,579
3448,"93年 9月",彰化縣,"5,194","2,733",729,566,573,121,92,88,50,0,0,243
3449,106年,苗栗縣,"106,423","44,871","23,629","15,270","14,985","2,362","2,692",726,374,167,9,"1,338"
3450,"93年 9月",南投縣,"2,785","1,173",890,335,289,26,23,24,3,0,0,22
3451,106年,彰化縣,"206,098","100,239","37,677","26,981","19,799","4,586","4,524","1,755","1,411",439,"2,207","6,481"
3452,"93年 9月",雲林縣,"2,951","1,346",925,277,297,16,34,8,7,0,0,42
3453,106年,南投縣,"81,536","40,333","18,602","11,827","7,224",928,881,312,193,61,719,457
3454,"93年 9月",嘉義縣,"1,870",760,651,232,149,31,21,17,6,0,0,2
3455,106年,雲林縣,"83,605","32,358","23,290","8,803","7,201",447,"5,487",649,503,264,41,"4,562"
3456,"93年 9月",屏東縣,"4,487","1,962",818,292,403,35,664,19,187,0,0,106
3457,106年,嘉義縣,"98,629","36,647","29,119","17,641","7,883","2,378","1,863",485,420,190,28,"1,976"
3458,"93年 9月",臺東縣,"1,109",689,115,190,95,8,7,3,2,0,0,1
3459,"93年 9月",花蓮縣,"2,365","1,162",598,310,180,26,41,23,17,0,0,8
3460,106年,屏東縣,"146,776","61,296","38,903","20,569","13,562","2,411","4,065","2,220",605,93,45,"3,008"
3461,"93年 9月",澎湖縣,664,361,41,82,74,13,53,9,6,0,0,24
3462,106年,臺東縣,"47,229","17,880","11,250","11,725","5,011",165,296,113,34,74,379,301
3463,"93年 9月",基隆市,"3,084","1,409",383,324,756,44,124,27,16,0,0,0
3464,106年,花蓮縣,"59,575","34,193","7,068","7,645","7,268",333,885,204,112,18,"1,192",658
3465,"93年 9月",新竹市,"2,746","1,668",790,119,57,28,43,6,3,0,0,31
3466,106年,澎湖縣,"19,042","10,870","3,823","1,835","1,715",60,389,128,61,4,74,84
3467,"93年 9月",嘉義市,570,234,38,98,176,17,3,3,1,0,0,0
3468,106年,基隆市,"85,461","57,039","13,216","6,844","5,770",881,"1,058",58,317,4,67,208
3469,"93年 9月",金門縣,307,158,85,54,2,0,4,1,2,0,0,1
3470,106年,新竹市,"83,143","57,217","7,540","7,414","5,431","3,000",858,654,321,2,213,493
3471,"93年 9月",連江縣,177,55,86,13,3,2,9,3,3,0,0,2
3472,106年,嘉義市,"47,718","17,318","13,863","8,834","2,563","1,694","2,547",403,440,5,14,37
3473,"93年 10月",新北市,"16,960","8,298","5,755","1,489",685,349,178,71,60,0,0,74
3474,106年,金門縣,"16,319","9,387","2,853","1,894",647,31,342,142,142,1,80,800
3475,"93年 10月",臺北市,"23,393","15,090","5,388","1,407",892,216,235,65,31,0,0,68
3476,106年,連江縣,"2,826",828,"1,017",279,98,15,129,20,8,4,33,395
3477,"93年 10月",桃園市,"9,731","5,862","1,652",775,734,149,156,71,41,0,0,291
3478,"106年 1月",新北市,"43,525","23,757","10,317","5,026","2,023",748,385,98,104,82,26,961
3479,"93年 10月",臺中市,"15,443","7,180","2,842","2,770","1,763",167,150,109,47,0,0,416
3480,"106年 1月",臺北市,"42,824","27,524","12,815",609,"1,104",110,157,43,84,0,6,373
3481,"93年 10月",臺中市(舊),"7,292","3,927",622,"1,472",784,56,51,51,14,0,0,314
3482,"106年 1月",桃園市,"41,417","23,508","7,425","3,399","4,760",395,635,121,218,5,19,932
3483,"93年 10月",臺中縣,"8,151","3,253","2,220","1,298",978,111,99,58,33,0,0,101
3484,"106年 1月",臺中市,"36,460","20,873","5,633","3,872","3,531",293,452,122,237,11,6,"1,430"
3485,"93年 10月",臺南市,"11,958","4,871","3,726","2,058",555,249,109,93,14,0,0,282
3486,"106年 1月",臺南市,"31,598","17,161","8,092","2,768","2,297",265,287,184,140,12,10,382
3487,"93年 10月",臺南市(舊),"8,648","3,471","3,193","1,536",236,105,78,11,7,0,0,11
3488,"106年 1月",高雄市,"38,181","18,215","6,156","2,384","3,153","1,114",701,232,495,5,4,"5,721"
3489,"93年 10月",臺南縣,"3,310","1,401",533,522,319,144,31,82,7,0,0,270
3490,"106年 1月",宜蘭縣,"7,455","3,196","2,000",911,784,140,146,43,29,2,36,168
3491,"93年 10月",高雄市,"17,764","5,685","8,641","1,410","1,420",166,218,124,51,0,0,48
3492,"106年 1月",新竹縣,"7,057","3,281","2,094",831,559,29,71,38,40,2,0,112
3493,"93年 10月",高雄市(舊),"11,805","3,227","6,869",741,673,85,118,71,21,0,0,0
3494,"106年 1月",苗栗縣,"6,447","2,667","1,101",953,"1,147",139,148,53,26,132,1,81
3495,"93年 10月",高雄縣,"5,959","2,458","1,773",669,747,81,100,53,30,0,0,48
3496,"106年 1月",彰化縣,"17,097","7,887","3,717","2,133","1,769",431,359,98,95,43,66,498
3497,"93年 10月",宜蘭縣,"2,598","1,461",413,258,325,69,30,17,10,0,0,14
3498,"106年 1月",南投縣,"7,129","3,641","1,570",980,669,101,56,21,9,7,4,70
3499,"93年 10月",新竹縣,"1,330",682,471,86,53,2,13,6,7,0,0,9
3500,"106年 1月",雲林縣,"6,739","2,537","2,116",664,615,38,226,48,36,24,2,432
3501,"93年 10月",苗栗縣,"2,405","1,244",598,290,173,23,29,22,25,0,0,0
3502,"106年 1月",嘉義縣,"7,661","2,992","2,022","1,413",654,194,156,42,32,11,2,142
3503,"93年 10月",彰化縣,"5,081","2,740",655,541,622,118,95,41,22,0,0,247
3504,"106年 1月",屏東縣,"10,518","4,455","2,469","1,572","1,091",209,296,162,39,6,3,216
3505,"93年 10月",南投縣,"2,978","1,285",940,392,244,36,32,18,4,0,0,26
3506,"106年 1月",臺東縣,"3,650","1,985",615,635,315,17,23,9,3,4,35,8
3507,"93年 10月",雲林縣,"2,397",791,930,271,314,17,39,9,7,0,0,20
3508,"106年 1月",花蓮縣,"5,215","2,835",654,808,555,113,83,30,11,1,74,52
3509,"93年 10月",嘉義縣,"1,953",660,747,240,162,26,20,93,4,0,0,1
3510,"106年 1月",澎湖縣,"1,735","1,062",417,136,64,11,23,7,5,0,0,8
3511,"93年 10月",屏東縣,"4,508","1,663","1,121",302,416,34,651,22,195,0,0,104
3512,"106年 1月",基隆市,"7,700","5,259","1,122",651,427,122,74,5,22,0,1,19
3513,"93年 10月",臺東縣,"1,158",752,163,140,82,9,7,4,1,0,0,1
3514,"106年 1月",新竹市,"6,999","4,792",596,619,476,260,70,52,31,0,16,86
3515,"93年 10月",花蓮縣,"2,649","1,285",606,412,192,29,51,29,34,0,0,12
3516,"106年 1月",嘉義市,"3,945","1,531","1,088",678,235,90,248,27,43,0,0,5
3517,"106年 1月",金門縣,"1,360",793,292,112,55,2,33,9,12,0,6,46
3518,"93年 10月",澎湖縣,711,353,110,73,96,7,44,2,4,0,0,24
3519,"93年 10月",基隆市,"2,528",947,305,534,537,63,95,18,16,0,0,14
3520,"106年 1月",連江縣,203,58,40,30,6,1,18,1,1,0,2,46
3521,"93年 10月",新竹市,"2,479","1,288",775,92,74,208,26,6,3,0,0,7
3522,"106年 2月",新北市,"54,960","35,024","10,274","4,896","2,412",868,383,93,104,1,17,888
3523,"93年 10月",嘉義市,546,220,37,86,177,20,3,2,0,0,0,0
3524,"106年 2月",臺北市,"36,812","24,689","10,034",635,873,100,95,18,45,0,16,307
3525,"93年 10月",金門縣,291,155,90,25,10,0,9,2,0,0,0,1
3526,"106年 2月",桃園市,"39,070","22,855","5,986","3,508","4,593",351,724,111,218,8,13,704
3527,"93年 10月",連江縣,176,55,85,13,3,2,9,3,3,0,0,2
3528,"106年 2月",臺中市,"35,688","19,188","5,087","4,462","4,895",253,449,102,228,8,4,"1,012"
3529,"93年 11月",新北市,"15,983","7,372","5,323","1,529",844,339,185,82,62,0,0,248
3530,"106年 2月",臺南市,"27,972","5,912","1,868","5,116","14,150",491,195,45,121,26,19,30
3531,"93年 11月",臺北市,"23,863","14,931","6,154",978,779,302,285,26,51,0,0,356
3532,"106年 2月",高雄市,"37,768","18,279","6,077","2,221","3,066","1,144",689,212,480,6,3,"5,591"
3533,"93年 11月",桃園市,"9,906","5,950","1,487",809,724,140,171,66,39,0,0,520
3534,"106年 2月",宜蘭縣,"7,143","3,095","1,991",865,750,83,105,64,24,12,32,122
3535,"93年 11月",臺中市,"14,694","8,078","2,736","1,574","1,518",165,164,88,51,0,0,318
3536,"106年 2月",新竹縣,"7,060","3,228","2,145",901,553,14,92,40,36,2,0,49
3537,"93年 11月",臺中市(舊),"6,989","4,621",778,578,571,50,61,41,16,0,0,273
3538,"106年 2月",苗栗縣,"8,096","3,351","1,572","1,188","1,432",128,217,65,30,3,1,109
3539,"93年 11月",臺中縣,"7,704","3,457","1,958",996,947,116,103,47,35,0,0,45
3540,"106年 2月",彰化縣,"16,993","8,270","3,262","1,962","1,658",396,414,88,150,41,161,591
3541,"93年 11月",臺南市,"12,311","4,944","3,937","2,124",574,271,117,80,17,0,0,247
3542,"106年 2月",南投縣,"6,479","3,349","1,475",833,565,76,40,58,4,9,4,65
3543,"93年 11月",臺南市(舊),"9,101","3,607","3,396","1,604",279,106,77,15,9,0,0,8
3544,"106年 2月",雲林縣,"6,219","2,356","1,793",637,619,45,413,41,33,21,2,259
3545,"93年 11月",臺南縣,"3,210","1,337",540,520,295,165,40,65,8,0,0,239
3546,"106年 2月",嘉義縣,"8,060","3,030","2,296","1,393",685,218,173,50,33,11,1,170
3547,"93年 11月",高雄市,"13,050","5,457","3,679","1,785","1,505",171,215,71,45,0,0,122
3548,"106年 2月",屏東縣,"10,475","4,437","2,481","1,514","1,002",230,300,160,39,5,5,303
3549,"93年 11月",高雄市(舊),"6,689","3,064","1,609","1,001",783,87,108,20,18,0,0,0
3550,"106年 2月",臺東縣,"3,527","1,113",992,934,386,15,19,10,3,3,35,17
3551,"93年 11月",高雄縣,"6,361","2,393","2,070",785,722,84,106,51,27,0,0,121
3552,"106年 2月",花蓮縣,"4,671","2,744",545,616,538,15,43,17,10,1,90,52
3553,"93年 11月",宜蘭縣,"2,762","1,570",436,252,365,71,34,14,12,0,0,7
3554,"106年 2月",澎湖縣,"1,393",788,331,119,115,4,17,7,5,0,1,6
3555,"93年 11月",新竹縣,"1,717",752,468,120,324,2,22,11,7,0,0,11
3556,"106年 2月",基隆市,"6,213","4,096",980,571,392,62,66,4,22,1,0,18
3557,"93年 11月",苗栗縣,"2,812","1,581",706,280,144,24,37,27,12,0,0,1
3558,"106年 2月",新竹市,"6,621","4,598",615,542,403,260,57,46,23,0,15,62
3559,"93年 11月",彰化縣,"4,978","2,674",620,583,564,117,97,46,22,0,0,256
3560,"106年 2月",嘉義市,"3,626","1,361","1,073",618,170,125,214,25,36,0,0,3
3561,"93年 11月",南投縣,"3,848","1,041","1,241","1,138",315,36,25,23,4,0,0,24
3562,"106年 2月",金門縣,"1,356",783,287,144,50,2,30,8,10,0,5,36
3563,"93年 11月",雲林縣,"2,782","1,177",944,263,317,12,38,12,7,0,0,12
3564,"106年 2月",連江縣,205,54,86,18,7,1,8,1,1,0,3,28
3565,"93年 11月",嘉義縣,"1,713",669,523,249,155,26,20,64,5,0,0,1
3566,"106年 3月",新北市,"41,393","20,891","9,847","6,212","2,602",571,368,78,93,3,17,711
3567,"93年 11月",屏東縣,"5,848","1,766","2,122",395,465,49,676,16,189,0,0,169
3568,"106年 3月",臺北市,"38,107","23,998","12,047",650,929,58,62,17,46,0,13,287
3569,"93年 11月",臺東縣,"1,049",663,135,158,70,10,8,4,1,0,0,0
3570,"106年 3月",桃園市,"41,742","23,667","6,485","3,421","6,009",308,783,115,216,6,12,721
3571,"93年 11月",花蓮縣,"2,334","1,171",559,280,75,28,67,18,130,0,0,8
3572,"106年 3月",臺中市,"36,763","20,514","5,286","5,808","3,088",238,467,113,229,7,4,"1,010"
3573,"93年 11月",澎湖縣,778,352,126,80,85,10,45,26,6,0,0,47
3574,"106年 3月",臺南市,"28,437","15,226","6,985","2,777","2,097",330,278,175,124,11,8,426
3575,"93年 11月",基隆市,"2,546","1,047",368,310,612,66,99,30,15,0,0,0
3576,"106年 3月",高雄市,"41,870","21,117","6,166","2,389","3,349","1,454",701,221,475,7,2,"5,989"
3577,"93年 11月",新竹市,"2,968","2,015",700,73,42,90,20,6,3,0,0,19
3578,"106年 3月",宜蘭縣,"6,996","2,988","1,852","1,039",696,56,125,38,22,26,36,119
3579,"93年 11月",嘉義市,674,317,53,99,188,9,4,4,1,0,0,0
3580,"106年 3月",新竹縣,"6,864","3,005","2,136",854,592,40,80,35,31,3,0,88
3581,"93年 11月",金門縣,361,176,62,69,14,1,3,36,0,0,0,1
3582,"106年 3月",苗栗縣,"7,344","2,858","1,257","1,009","1,756",128,138,49,33,3,1,113
3583,"93年 11月",連江縣,176,55,85,13,3,2,9,3,3,0,0,2
3584,"106年 3月",彰化縣,"17,184","8,301","3,267","2,145","1,489",375,379,242,147,52,255,533
3585,"93年 12月",新北市,"18,171","7,151","7,445","1,620","1,059",326,166,75,55,0,0,275
3586,"106年 3月",南投縣,"6,449","3,360","1,240",983,657,94,37,17,7,6,9,40
3587,"93年 12月",臺北市,"22,662","15,443","3,968","1,695",648,306,292,40,238,0,0,32
3588,"106年 3月",雲林縣,"6,791","2,463","2,089",672,644,41,473,51,38,23,2,294
3589,"93年 12月",桃園市,"10,128","5,790","1,711",925,724,149,156,70,40,0,0,563
3590,"106年 3月",嘉義縣,"7,664","2,729","2,175","1,367",709,204,145,54,56,11,3,211
3591,"93年 12月",臺中市,"15,928","8,134","2,656","2,154","1,665",190,461,124,54,0,0,490
3592,"106年 3月",屏東縣,"10,765","4,520","2,606","1,570","1,035",226,303,160,40,5,3,296
3593,"93年 12月",臺中市(舊),"6,995","4,585",786,583,590,54,58,40,16,0,0,281
3594,"106年 3月",臺東縣,"3,472","1,097",844,852,560,13,34,10,6,5,32,20
3595,"93年 12月",臺中縣,"8,934","3,549","1,870","1,571","1,075",136,402,84,38,0,0,209
3596,"106年 3月",花蓮縣,"4,568","2,634",513,543,595,27,61,15,10,1,115,54
