序號,統計期,統計區,"總計 (公噸)","紙類及紙製品 (公噸)","金屬類 (公噸)","塑膠及橡膠製品 (公噸)","玻璃製品 (公噸)","紡織品 (公噸)","家電用品 (公噸)","電池 (公噸)","資訊及通信物品 (公噸)","農藥容器及特殊環境用藥容器 (公噸)","食用油 (公噸)","其他 (公噸)"
2226,"103年 11月",嘉義縣,"6,203","2,008","2,250",950,635,161,44,11,8,5,2,128
2227,92年,花蓮縣,"17,318","11,117","2,089","2,075",923,99,420,106,96,0,0,394
2228,"103年 11月",屏東縣,"8,616","3,420","2,211","1,151","1,016",98,328,138,31,9,0,214
2229,92年,澎湖縣,"6,143","2,687",504,543,857,54,326,92,42,0,0,"1,038"
2230,"103年 11月",臺東縣,"2,490",854,246,811,476,6,18,15,2,5,28,28
2231,92年,基隆市,"23,112","11,932","3,573","2,909","2,944",874,432,309,109,0,0,30
2232,"103年 11月",花蓮縣,"3,386","1,925",535,526,254,27,55,16,12,1,0,34
2233,92年,新竹市,"18,477","7,899","4,934","2,145","2,486",225,225,23,32,0,0,508
2234,"103年 11月",澎湖縣,"1,453",735,428,106,125,17,11,21,4,0,1,4
2235,92年,嘉義市,"7,756","2,926",990,"1,026","1,966",314,41,75,15,0,0,404
2236,"103年 11月",基隆市,"5,011","2,971",521,366,828,23,54,5,27,1,0,215
2237,92年,金門縣,"2,773","1,325","1,000",309,51,4,63,10,8,0,0,3
2238,"103年 11月",新竹市,"6,305","3,740",715,477,979,225,37,32,19,0,25,57
2239,"103年 11月",嘉義市,"3,582","1,834",925,371,153,53,162,19,48,0,1,15
2240,92年,連江縣,784,115,542,64,18,1,31,7,2,0,0,2
2241,"103年 11月",金門縣,837,462,182,97,48,3,13,5,8,0,3,16
2242,"92年 1月",新北市,"9,440","5,223","2,308",805,530,225,99,47,45,0,0,158
2243,"103年 11月",連江縣,187,74,57,32,8,1,8,4,1,0,2,0
2244,"92年 1月",臺北市,"19,549","13,379","3,794","1,071",665,256,20,40,19,0,0,305
2245,"103年 12月",新北市,"35,530","19,140","8,017","3,901","2,388",468,324,77,115,12,16,"1,072"
2246,"92年 1月",桃園市,"5,707","2,628","1,137",371,281,60,41,28,13,0,0,"1,148"
2247,"103年 12月",臺北市,"40,267","22,788","14,851","1,508",746,87,142,13,57,0,8,65
2248,"92年 1月",臺中市,"9,450","5,003","1,556",941,"1,262",150,116,84,45,0,0,292
2249,"103年 12月",桃園市,"34,394","18,188","8,096","3,642","2,005",275,733,267,393,3,20,772
2250,"92年 1月",臺中市(舊),"4,989","2,754",687,359,695,77,58,59,37,0,0,263
2251,"103年 12月",臺中市,"31,318","17,917","5,102","3,183","3,104",244,434,123,148,10,4,"1,050"
2252,"92年 1月",臺中縣,"4,461","2,249",869,582,567,73,59,25,8,0,0,28
2253,"103年 12月",臺南市,"23,568","13,230","6,211","1,951","1,238",186,206,138,106,8,3,291
2254,"92年 1月",臺南市,"7,555","3,600","1,066","1,767",418,259,76,95,25,0,0,247
2255,"103年 12月",高雄市,"37,674","17,758","6,942","2,820","3,415","1,116",566,257,294,6,2,"4,497"
2256,"92年 1月",臺南市(舊),"4,286","2,184",449,"1,329",200,75,25,8,8,0,0,6
2257,"103年 12月",宜蘭縣,"5,424","2,856","1,106",615,531,130,58,18,15,4,1,90
2258,"92年 1月",臺南縣,"3,269","1,416",616,438,218,184,51,87,18,0,0,241
2259,"92年 1月",高雄市,"9,707","4,246","1,950","1,380","1,523",166,192,52,61,0,0,137
2260,"103年 12月",新竹縣,"6,828","3,135","2,222",795,493,18,61,45,26,0,0,32
2261,"92年 1月",高雄市(舊),"6,094","2,668","1,124",928,"1,036",78,92,39,13,0,0,116
2262,"103年 12月",苗栗縣,"5,984","2,394","1,656",695,889,89,135,35,45,2,1,43
