序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
5448,"97年 11月",雲林縣,"13,012","8,962",633,"2,171","1,247",0.599
5449,"97年 11月",嘉義縣,"13,216","9,442",249,"2,656",868,0.803
5450,"97年 11月",屏東縣,"21,423","13,864",136,"5,322","2,101",0.807
5451,"97年 11月",臺東縣,"5,251","3,381",295,"1,304",270,0.754
5452,"97年 11月",花蓮縣,"7,771","4,009",109,"2,879",774,0.758
5453,"97年 11月",澎湖縣,"2,336","1,334",15,754,233,0.836
5454,"97年 11月",基隆市,"10,694","5,420",337,"4,004",932,0.916
5455,"97年 11月",新竹市,"10,327","5,493",171,"3,694",969,0.851
5456,"97年 11月",嘉義市,"8,691","4,825",295,"2,877",694,1.057
5457,"97年 11月",金門縣,"1,321",811,10,406,94,0.525
5458,"97年 11月",連江縣,842,226,158,203,255,2.859
5459,"97年 12月",新北市,"106,416","63,560","2,602","32,481","7,772",0.896
5460,"97年 12月",臺北市,"68,518","30,592","1,839","29,758","6,329",0.843
5461,"97年 12月",桃園市,"49,780","28,046",547,"15,534","5,653",0.82
5462,"97年 12月",臺中市,"61,156","31,923","1,401","21,528","6,303",0.752
5463,"97年 12月",臺中市(舊),"26,289","11,339",330,"11,426","3,193",0.796
5464,"97年 12月",臺中縣,"34,867","20,584","1,070","10,103","3,110",0.722
5465,"97年 12月",臺南市,"54,262","29,249","1,091","18,596","5,325",0.935
5466,"97年 12月",臺南市(舊),"26,241","12,001",306,"10,992","2,941",1.102
5467,"97年 12月",臺南縣,"28,021","17,248",785,"7,604","2,384",0.818
5468,"97年 12月",高雄市,"88,544","46,314","1,577","33,683","6,970",1.032
5469,"97年 12月",高雄市(舊),"49,264","25,154",883,"19,921","3,305",1.042
5470,"97年 12月",高雄縣,"39,280","21,160",694,"13,762","3,665",1.019
5471,"97年 12月",宜蘭縣,"13,001","5,618",181,"4,903","2,299",0.91
5472,"97年 12月",新竹縣,"11,781","6,816",53,"3,908","1,005",0.756
5473,"97年 12月",苗栗縣,"12,463","7,738",139,"3,661",924,0.717
5474,"97年 12月",彰化縣,"33,708","20,629",431,"8,903","3,745",0.828
5475,"97年 12月",南投縣,"12,536","7,060",148,"3,882","1,445",0.761
5476,"97年 12月",雲林縣,"14,602","9,833",865,"2,503","1,401",0.651
5477,"97年 12月",嘉義縣,"14,019","10,265",190,"2,716",849,0.824
5478,"97年 12月",屏東縣,"24,326","16,241",168,"5,907","2,010",0.887
5479,"97年 12月",臺東縣,"5,168","3,300",213,"1,388",267,0.719
5480,"97年 12月",花蓮縣,"8,157","4,282",113,"2,899",863,0.77
5481,"97年 12月",澎湖縣,"2,508","1,429",16,811,253,0.868
5482,"97年 12月",基隆市,"10,888","5,583",278,"4,005","1,023",0.903
5483,"97年 12月",新竹市,"12,262","6,718",318,"4,135","1,090",0.977
5484,"97年 12月",嘉義市,"9,444","5,376",282,"3,085",701,1.112
5485,"97年 12月",金門縣,"1,427",885,14,437,92,0.546
5486,"97年 12月",連江縣,925,235,180,225,284,3.05
5487,98年,新北市,"1,312,129","711,461","27,425","466,247","106,996",0.933
5488,98年,臺北市,"842,374","374,785","15,070","371,210","81,310",0.882
5489,98年,桃園市,"664,983","343,507","8,551","241,165","71,760",0.925
5490,98年,臺中市,"764,030","403,240","16,546","267,595","76,649",0.796
5491,98年,臺中市(舊),"323,244","141,089","5,519","140,873","35,763",0.828
5492,98年,臺中縣,"440,786","262,151","11,027","126,722","40,886",0.774
5493,98年,臺南市,"675,569","348,695","12,369","245,199","69,306",0.988
5494,98年,臺南市(舊),"319,598","135,168","3,798","141,508","39,124",1.138
5495,98年,臺南縣,"355,971","213,528","8,570","103,691","30,182",0.883
5496,98年,高雄市,"1,083,151","555,836","19,647","417,443","90,225",1.071
5497,98年,高雄市(舊),"590,043","292,030","9,817","239,291","48,905",1.059
5498,98年,高雄縣,"493,107","263,805","9,830","178,152","41,320",1.087
5499,98年,宜蘭縣,"161,561","74,907","2,329","56,595","27,730",0.96
5500,98年,新竹縣,"149,895","86,109",755,"50,666","12,364",0.81
5501,98年,苗栗縣,"163,326","94,775","2,338","54,801","11,411",0.798
5502,98年,彰化縣,"424,950","251,988","6,677","115,988","50,298",0.887
5503,98年,南投縣,"161,509","90,120","1,563","51,468","18,357",0.833
5504,98年,雲林縣,"189,946","130,483","4,244","39,249","15,970",0.72
5505,98年,嘉義縣,"193,878","132,618","4,130","47,074","10,057",0.969
5506,98年,屏東縣,"304,392","201,803","11,749","71,820","19,020",0.944
5507,98年,臺東縣,"68,252","41,077","2,345","20,987","3,843",0.805
5508,98年,花蓮縣,"107,474","55,207","1,359","40,008","10,900",0.863
5509,98年,澎湖縣,"32,851","18,304",194,"10,868","3,485",0.95
5510,98年,基隆市,"145,006","69,140","3,313","58,135","14,417",1.022
5511,98年,新竹市,"142,111","75,754","1,680","50,934","13,743",0.953
5512,98年,嘉義市,"115,554","67,358","4,529","33,523","10,143",1.156
5513,98年,金門縣,"17,783","11,110",240,"5,349","1,083",0.546
5514,98年,連江縣,"8,508","2,889",736,"2,478","2,404",2.369
5515,"98年 1月",新北市,"119,827","71,782","4,074","36,036","7,935",1.008
5516,"98年 1月",臺北市,"83,888","39,756","1,709","36,071","6,352",1.032
5517,"98年 1月",桃園市,"57,552","31,671",646,"19,440","5,795",0.947
5518,"98年 1月",臺中市,"70,854","38,418","1,613","24,630","6,193",0.871
5519,"98年 1月",臺中市(舊),"28,311","12,495",352,"12,489","2,975",0.856
5520,"98年 1月",臺中縣,"42,542","25,923","1,261","12,140","3,218",0.881
5521,"98年 1月",臺南市,"58,367","32,243","1,197","19,659","5,268",1.005
5522,"98年 1月",臺南市(舊),"27,345","12,960",317,"11,218","2,850",1.148
5523,"98年 1月",臺南縣,"31,022","19,283",880,"8,441","2,418",0.906
5524,"98年 1月",高雄市,"95,443","51,416","1,973","34,534","7,521",1.112
5525,"98年 1月",高雄市(舊),"52,625","27,271","1,156","20,223","3,975",1.113
5526,"98年 1月",高雄縣,"42,818","24,145",817,"14,311","3,546",1.111
5527,"98年 1月",宜蘭縣,"15,065","7,534",220,"4,995","2,316",1.054
5528,"98年 1月",新竹縣,"14,056","8,591",234,"4,249",982,0.901
5529,"98年 1月",苗栗縣,"14,552","9,300",222,"4,083",946,0.837
5530,"98年 1月",彰化縣,"38,161","23,905","1,010","9,512","3,734",0.938
5531,"98年 1月",南投縣,"14,388","8,485",308,"4,185","1,410",0.873
5532,"98年 1月",雲林縣,"17,615","12,737",299,"3,265","1,314",0.785
5533,"98年 1月",嘉義縣,"15,585","11,615",249,"2,840",882,0.916
5534,"98年 1月",屏東縣,"25,909","17,700",368,"5,937","1,905",0.945
5535,"98年 1月",臺東縣,"5,740","3,795",176,"1,508",261,0.799
5536,"98年 1月",花蓮縣,"9,768","5,287",191,"3,354",935,0.923
5537,"98年 1月",澎湖縣,"2,491","1,325",24,858,285,0.861
5538,"98年 1月",基隆市,"13,458","6,869",507,"5,051","1,031",1.116
5539,"98年 1月",新竹市,"13,045","7,654",101,"4,223","1,066",1.037
5540,"98年 1月",嘉義市,"9,993","6,132",403,"2,690",767,1.177
5541,"98年 1月",金門縣,"1,540","1,017",18,422,83,0.587
5542,"98年 1月",連江縣,887,254,153,213,268,2.934
5543,"98年 2月",新北市,"104,427","58,506","1,665","36,122","8,134",0.972
5544,"98年 2月",臺北市,"63,512","28,936","1,001","26,998","6,577",0.865
5545,"98年 2月",桃園市,"52,093","27,969",600,"18,274","5,250",0.949
5546,"98年 2月",臺中市,"62,109","32,206","1,297","21,600","7,006",0.845
5547,"98年 2月",臺中市(舊),"26,061","11,314",290,"11,363","3,094",0.872
5548,"98年 2月",臺中縣,"36,049","20,892","1,007","10,237","3,912",0.826
5549,"98年 2月",臺南市,"53,715","28,721","1,124","18,655","5,215",1.024
5550,"98年 2月",臺南市(舊),"25,585","11,683",247,"10,838","2,816",1.188
5551,"98年 2月",臺南縣,"28,130","17,037",878,"7,816","2,399",0.91
5552,"98年 2月",高雄市,"86,928","44,393","1,442","33,647","7,446",1.121
5553,"98年 2月",高雄市(舊),"47,400","23,198",790,"19,449","3,963",1.109
5554,"98年 2月",高雄縣,"39,528","21,195",651,"14,198","3,484",1.135
5555,"98年 2月",宜蘭縣,"12,836","5,764",162,"4,629","2,281",0.995
5556,"98年 2月",新竹縣,"11,972","6,838",39,"4,101",994,0.848
5557,"98年 2月",苗栗縣,"12,359","7,391",165,"3,814",989,0.787
5558,"98年 2月",彰化縣,"34,642","20,945",590,"9,101","4,006",0.942
5559,"98年 2月",南投縣,"12,545","7,119",81,"3,905","1,441",0.843
5560,"98年 2月",雲林縣,"15,233","10,190",400,"3,256","1,387",0.752
5561,"98年 2月",嘉義縣,"14,405","10,105",207,"3,255",838,0.938
5562,"98年 2月",屏東縣,"22,950","15,146",189,"5,818","1,797",0.927
5563,"98年 2月",臺東縣,"5,378","3,367",208,"1,540",262,0.828
5564,"98年 2月",花蓮縣,"8,188","4,362",106,"2,865",855,0.857
5565,"98年 2月",澎湖縣,"2,569","1,659",19,670,221,0.981
5566,"98年 2月",基隆市,"11,054","5,359",194,"4,369","1,132",1.015
5567,"98年 2月",新竹市,"11,195","5,938",336,"3,775","1,146",0.984
5568,"98年 2月",嘉義市,"8,092","5,239",339,"1,757",757,1.055
5569,"98年 2月",金門縣,"1,452",910,17,444,81,0.608
5570,"98年 2月",連江縣,850,232,122,213,283,3.109
5571,"98年 3月",新北市,"107,451","60,786","1,927","36,342","8,397",0.902
5572,"98年 3月",臺北市,"63,484","30,168","1,137","25,594","6,585",0.782
5573,"98年 3月",桃園市,"51,927","28,164",597,"17,911","5,254",0.853
5574,"98年 3月",臺中市,"62,197","33,062","1,230","21,395","6,510",0.764
5575,"98年 3月",臺中市(舊),"26,337","11,481",319,"11,399","3,137",0.796
5576,"98年 3月",臺中縣,"35,860","21,580",910,"9,996","3,373",0.742
5577,"98年 3月",臺南市,"54,390","29,331","1,043","18,602","5,414",0.937
5578,"98年 3月",臺南市(舊),"26,491","12,071",243,"11,245","2,932",1.111
5579,"98年 3月",臺南縣,"27,900","17,260",800,"7,358","2,482",0.815
5580,"98年 3月",高雄市,"89,405","45,385","1,514","34,467","8,040",1.041
5581,"98年 3月",高雄市(舊),"49,643","23,920",871,"20,188","4,664",1.049
5582,"98年 3月",高雄縣,"39,762","21,465",643,"14,279","3,375",1.031
5583,"98年 3月",宜蘭縣,"13,244","6,152",171,"4,608","2,313",0.927
5584,"98年 3月",新竹縣,"11,930","6,943",43,"3,933","1,010",0.763
5585,"98年 3月",苗栗縣,"13,100","7,919",136,"4,080",965,0.754
5586,"98年 3月",彰化縣,"34,226","20,513",430,"9,323","3,960",0.841
5587,"98年 3月",南投縣,"12,663","7,410",66,"3,757","1,430",0.769
5588,"98年 3月",雲林縣,"15,049","10,388",254,"3,045","1,362",0.671
5589,"98年 3月",嘉義縣,"14,410","10,285",195,"3,053",876,0.848
5590,"98年 3月",屏東縣,"23,531","15,782",148,"5,827","1,774",0.858
5591,"98年 3月",臺東縣,"5,563","3,492",189,"1,582",300,0.774
5592,"98年 3月",花蓮縣,"8,531","4,464",93,"3,034",939,0.806
5593,"98年 3月",澎湖縣,"2,638","1,466",15,871,285,0.907
5594,"98年 3月",基隆市,"11,204","5,453",208,"4,403","1,140",0.93
5595,"98年 3月",新竹市,"11,449","6,357",111,"3,844","1,137",0.908
5596,"98年 3月",嘉義市,"9,102","5,390",492,"2,403",818,1.072
5597,"98年 3月",金門縣,"1,521",913,28,494,86,0.571
5598,"98年 3月",連江縣,710,253,79,202,175,2.344
5599,"98年 4月",新北市,"106,910","60,343","1,947","36,092","8,527",0.927
5600,"98年 4月",臺北市,"66,707","28,950","1,077","29,855","6,825",0.849
5601,"98年 4月",桃園市,"53,609","28,191",535,"19,398","5,484",0.91
5602,"98年 4月",臺中市,"62,472","33,205","1,142","21,645","6,481",0.792
5603,"98年 4月",臺中市(舊),"26,354","11,532",329,"11,416","3,077",0.822
5604,"98年 4月",臺中縣,"36,117","21,672",813,"10,229","3,404",0.772
5605,"98年 4月",臺南市,"55,184","28,960","1,077","19,635","5,512",0.982
5606,"98年 4月",臺南市(舊),"26,076","11,499",277,"11,315","2,984",1.13
5607,"98年 4月",臺南縣,"29,108","17,461",799,"8,320","2,529",0.879
5608,"98年 4月",高雄市,"88,317","45,234","1,420","33,467","8,196",1.063
5609,"98年 4月",高雄市(舊),"47,996","24,046",771,"18,735","4,444",1.048
5610,"98年 4月",高雄縣,"40,321","21,187",649,"14,733","3,752",1.081
5611,"98年 4月",宜蘭縣,"12,844","5,813",144,"4,599","2,288",0.929
5612,"98年 4月",新竹縣,"12,027","6,612",42,"4,366","1,007",0.794
5613,"98年 4月",苗栗縣,"13,486","7,702",147,"4,676",961,0.802
5614,"98年 4月",彰化縣,"34,838","20,583",463,"9,637","4,155",0.885
5615,"98年 4月",南投縣,"12,587","7,305",81,"3,726","1,475",0.79
5616,"98年 4月",雲林縣,"15,702","10,783",257,"3,207","1,456",0.724
5617,"98年 4月",嘉義縣,"15,057","10,536",179,"3,456",885,0.916
5618,"98年 4月",屏東縣,"23,193","15,665",136,"5,660","1,732",0.875
5619,"98年 4月",臺東縣,"5,708","3,380",302,"1,715",311,0.82
5620,"98年 4月",花蓮縣,"8,420","4,302",101,"3,099",917,0.823
5621,"98年 4月",澎湖縣,"2,615","1,449",16,852,299,0.926
5622,"98年 4月",基隆市,"11,450","5,469",174,"4,703","1,104",0.982
5623,"98年 4月",新竹市,"11,116","6,065",142,"3,758","1,152",0.909
5624,"98年 4月",嘉義市,"9,425","5,538",342,"2,795",750,1.146
5625,"98年 4月",金門縣,"1,500",933,35,447,86,0.576
5626,"98年 4月",連江縣,657,217,68,192,180,2.241
5627,"98年 5月",新北市,"109,990","60,573","1,819","38,999","8,598",0.922
5628,"98年 5月",臺北市,"69,251","30,605","1,084","30,360","7,203",0.853
5629,"98年 5月",桃園市,"53,451","28,937",564,"17,878","6,072",0.878
5630,"98年 5月",臺中市,"63,177","33,268","1,199","21,801","6,909",0.775
5631,"98年 5月",臺中市(舊),"26,331","11,382",441,"11,422","3,086",0.794
5632,"98年 5月",臺中縣,"36,846","21,886",758,"10,379","3,823",0.762
5633,"98年 5月",臺南市,"56,233","29,578",948,"20,202","5,505",0.968
5634,"98年 5月",臺南市(舊),"26,372","11,325",283,"11,766","2,998",1.105
5635,"98年 5月",臺南縣,"29,861","18,252",665,"8,436","2,507",0.872
5636,"98年 5月",高雄市,"89,570","45,830","1,402","34,783","7,554",1.043
5637,"98年 5月",高雄市(舊),"49,191","24,320",731,"19,969","4,170",1.04
5638,"98年 5月",高雄縣,"40,379","21,510",672,"14,814","3,384",1.048
5639,"98年 5月",宜蘭縣,"13,584","6,372",129,"4,752","2,330",0.951
5640,"98年 5月",新竹縣,"12,115","6,932",49,"4,120","1,015",0.773
5641,"98年 5月",苗栗縣,"13,466","7,781",155,"4,516","1,014",0.775
5642,"98年 5月",彰化縣,"35,166","21,042",459,"9,388","4,277",0.864
5643,"98年 5月",南投縣,"13,071","7,681",74,"3,842","1,475",0.794
5644,"98年 5月",雲林縣,"16,046","11,242",270,"3,149","1,385",0.716
5645,"98年 5月",嘉義縣,"15,054","10,353",170,"3,624",906,0.887
5646,"98年 5月",屏東縣,"23,655","16,228",129,"5,686","1,611",0.864
5647,"98年 5月",臺東縣,"5,453","3,127",219,"1,780",327,0.758
5648,"98年 5月",花蓮縣,"8,812","4,586",100,"3,176",950,0.833
5649,"98年 5月",澎湖縣,"2,757","1,585",14,827,332,0.942
5650,"98年 5月",基隆市,"11,852","5,652",241,"4,785","1,173",0.984
5651,"98年 5月",新竹市,"11,424","6,094",103,"4,238",989,0.903
5652,"98年 5月",嘉義市,"9,526","5,877",84,"2,930",634,1.121
5653,"98年 5月",金門縣,"1,500",919,11,481,90,0.551
5654,"98年 5月",連江縣,673,250,26,201,195,2.22
5655,"98年 6月",新北市,"116,095","64,986","2,239","39,749","9,121",1.006
5656,"98年 6月",臺北市,"71,794","32,290","1,188","30,590","7,726",0.914
5657,"98年 6月",桃園市,"58,140","30,880",740,"20,167","6,353",0.986
5658,"98年 6月",臺中市,"66,754","35,850","1,208","22,944","6,753",0.846
5659,"98年 6月",臺中市(舊),"27,988","12,311",452,"12,027","3,199",0.872
5660,"98年 6月",臺中縣,"38,766","23,539",756,"10,917","3,554",0.829
5661,"98年 6月",臺南市,"58,514","30,924","1,074","20,650","5,866",1.041
5662,"98年 6月",臺南市(舊),"26,165","10,946",353,"11,695","3,172",1.133
5663,"98年 6月",臺南縣,"32,349","19,978",721,"8,955","2,694",0.977
5664,"98年 6月",高雄市,"93,810","49,398","1,457","35,180","7,776",1.129
5665,"98年 6月",高雄市(舊),"50,974","25,925",747,"19,978","4,323",1.113
5666,"98年 6月",高雄縣,"42,837","23,472",710,"15,202","3,453",1.149
5667,"98年 6月",宜蘭縣,"14,023","6,607",150,"4,950","2,316",1.014
5668,"98年 6月",新竹縣,"13,218","7,684",43,"4,419","1,072",0.87
5669,"98年 6月",苗栗縣,"14,696","8,528",231,"4,840","1,096",0.874
5670,"98年 6月",彰化縣,"37,617","22,580",390,"10,237","4,410",0.956
5671,"98年 6月",南投縣,"14,010","8,025",115,"4,374","1,496",0.879
5672,"98年 6月",雲林縣,"16,305","11,238",324,"3,271","1,472",0.752
5673,"98年 6月",嘉義縣,"16,007","10,918",208,"4,117",763,0.974
5674,"98年 6月",屏東縣,"25,142","17,621",189,"5,892","1,441",0.949
5675,"98年 6月",臺東縣,"5,836","3,443",198,"1,875",321,0.839
5676,"98年 6月",花蓮縣,"9,523","4,786",98,"3,610","1,029",0.931
5677,"98年 6月",澎湖縣,"3,043","1,651",12,"1,069",311,1.071
5678,"98年 6月",基隆市,"12,408","5,949",263,"4,891","1,306",1.064
5679,"98年 6月",新竹市,"13,125","6,774",284,"4,639","1,428",1.072
5680,"98年 6月",嘉義市,"10,304","6,385",126,"2,945",848,1.253
5681,"98年 6月",金門縣,"1,620","1,019",43,462,97,0.608
5682,"98年 6月",連江縣,672,260,23,206,183,2.287
5683,"98年 7月",新北市,"113,061","59,444","2,338","41,297","9,982",0.947
5684,"98年 7月",臺北市,"71,634","31,810","1,460","31,025","7,339",0.883
5685,"98年 7月",桃園市,"56,558","29,981",696,"19,450","6,430",0.927
5686,"98年 7月",臺中市,"65,459","34,621","1,517","22,732","6,588",0.803
5687,"98年 7月",臺中市(舊),"27,635","12,105",653,"11,876","3,001",0.833
5688,"98年 7月",臺中縣,"37,824","22,517",865,"10,857","3,586",0.782
5689,"98年 7月",臺南市,"57,913","30,003","1,112","20,854","5,943",0.997
5690,"98年 7月",臺南市(舊),"26,925","11,061",351,"12,056","3,457",1.128
5691,"98年 7月",臺南縣,"30,988","18,942",761,"8,798","2,486",0.906
5692,"98年 7月",高雄市,"92,072","47,514","1,499","35,466","7,594",1.073
5693,"98年 7月",高雄市(舊),"50,023","24,595",823,"20,312","4,294",1.057
5694,"98年 7月",高雄縣,"42,049","22,919",676,"15,154","3,300",1.092
5695,"98年 7月",宜蘭縣,"14,023","6,549",219,"4,932","2,323",0.98
5696,"98年 7月",新竹縣,"12,994","7,406",65,"4,486","1,038",0.827
5697,"98年 7月",苗栗縣,"14,239","8,049",213,"4,995",982,0.819
5698,"98年 7月",彰化縣,"36,509","21,369",664,"10,151","4,325",0.898
5699,"98年 7月",南投縣,"14,034","7,970",99,"4,426","1,539",0.852
5700,"98年 7月",雲林縣,"15,683","10,898",316,"3,139","1,330",0.7
5701,"98年 7月",嘉義縣,"16,319","10,656",197,"4,621",845,0.961
5702,"98年 7月",屏東縣,"24,942","17,125",219,"6,073","1,524",0.911
5703,"98年 7月",臺東縣,"6,025","3,562",135,"1,982",347,0.837
5704,"98年 7月",花蓮縣,"9,105","4,596",74,"3,456",978,0.862
5705,"98年 7月",澎湖縣,"3,010","1,678",15,993,323,1.022
5706,"98年 7月",基隆市,"12,388","5,897",290,"4,950","1,250",1.028
5707,"98年 7月",新竹市,"12,286","6,560",94,"4,437","1,195",0.97
5708,"98年 7月",嘉義市,"10,034","6,008",313,"2,948",766,1.181
5709,"98年 7月",金門縣,"1,519",978,16,434,91,0.544
5710,"98年 7月",連江縣,681,235,32,216,198,2.234
5711,"98年 8月",新北市,"106,447","56,696","2,203","38,783","8,766",0.891
5712,"98年 8月",臺北市,"69,899","31,432","1,504","30,677","6,287",0.863
5713,"98年 8月",桃園市,"55,719","28,147",817,"20,712","6,042",0.913
5714,"98年 8月",臺中市,"65,355","34,991","1,590","22,725","6,049",0.802
