序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
2749,"93年 10月",桃園市,"53,448","39,899",0,"9,731","3,818",0.934
2750,"104年 10月",南投縣,"17,854","7,401",566,"8,150","1,738",1.13
2751,"93年 10月",臺中市,"60,031","39,750",0,"15,443","4,837",0.763
2752,"104年 10月",雲林縣,"15,509","8,134",271,"6,175",929,0.714
2753,"93年 10月",臺中市(舊),"23,506","13,811",0,"7,292","2,403",0.748
2754,"104年 10月",嘉義縣,"14,564","6,698",90,"7,002",773,0.903
2755,"93年 10月",臺中縣,"36,524","25,939",0,"8,151","2,434",0.773
2756,"104年 10月",屏東縣,"22,768","10,805",790,"10,181",991,0.872
2757,"93年 10月",臺南市,"57,093","42,794",0,"11,958","2,342",0.991
2758,"104年 10月",臺東縣,"6,520","3,156",133,"2,734",496,0.944
2759,"93年 10月",臺南市(舊),"27,477","16,951",0,"8,648","1,878",1.176
2760,"104年 10月",花蓮縣,"9,297","4,659",29,"4,071",538,0.903
2761,"93年 10月",臺南縣,"29,616","25,843",0,"3,310",464,0.865
2762,"104年 10月",澎湖縣,"2,948","1,269",69,"1,286",323,0.93
2763,"93年 10月",高雄市,"73,621","54,669",0,"17,764","1,188",0.864
2764,"104年 10月",基隆市,"12,538","5,319",202,"5,831","1,187",1.086
2765,"93年 10月",高雄市(舊),"41,860","29,688",0,"11,805",367,0.893
2766,"104年 10月",新竹市,"13,742","6,257",274,"6,218",993,1.023
2767,"93年 10月",高雄縣,"31,761","24,981",0,"5,959",821,0.829
2768,"104年 10月",嘉義市,"8,112","3,215",338,"3,767",791,0.968
2769,"93年 10月",宜蘭縣,"11,319","7,671",0,"2,598","1,050",0.79
2770,"104年 10月",金門縣,"2,332","1,178",45,981,128,0.57
2771,"93年 10月",新竹縣,"11,853","10,344",0,"1,330",178,0.824
2772,"104年 10月",連江縣,576,171,69,184,151,1.481
2773,"93年 10月",苗栗縣,"14,028","11,208",0,"2,405",415,0.815
2774,"104年 11月",新北市,"75,578","23,846","3,035","38,975","9,723",0.635
2775,"93年 10月",彰化縣,"29,104","23,342",0,"5,081",680,0.713
2776,"104年 11月",臺北市,"68,069","22,361","1,030","39,170","5,507",0.84
2777,"93年 10月",南投縣,"12,823","8,986",0,"2,978",859,0.771
2778,"104年 11月",桃園市,"63,428","33,674",265,"27,046","2,444",1.006
2779,"93年 10月",雲林縣,"17,144","14,240",0,"2,397",507,0.751
2780,"104年 11月",臺中市,"62,636","28,599",705,"30,126","3,205",0.762
2781,"93年 10月",嘉義縣,"14,469","12,016",0,"1,953",501,0.837
2782,"104年 11月",臺南市,"50,541","19,949",848,"24,111","5,633",0.894
2783,"93年 10月",屏東縣,"24,126","18,987",0,"4,508",632,0.864
2784,"104年 11月",高雄市,"73,146","31,301","1,334","35,162","5,349",0.878
2785,"93年 10月",臺東縣,"6,694","5,219",0,"1,158",317,0.917
2786,"104年 11月",宜蘭縣,"13,979","5,168",303,"5,769","2,738",1.017
2787,"93年 10月",花蓮縣,"10,692","7,582",0,"2,649",461,0.989
2788,"104年 11月",新竹縣,"13,753","6,142",65,"6,388","1,158",0.847
2789,"93年 10月",澎湖縣,"3,085","2,266",0,711,108,1.085
2790,"104年 11月",苗栗縣,"17,396","6,812",291,"9,239","1,055",1.028
2791,"93年 10月",基隆市,"13,228","10,346",0,"2,528",354,1.088
2792,"104年 11月",彰化縣,"30,521","15,080",421,"13,605","1,414",0.79
2793,"93年 10月",新竹市,"12,146","9,548",0,"2,479",120,1.015
2794,"104年 11月",南投縣,"16,473","7,265",219,"7,250","1,739",1.077
2795,"93年 10月",嘉義市,"7,787","6,964",0,546,277,0.93
2796,"104年 11月",雲林縣,"15,366","7,766",247,"6,403",951,0.732
2797,"93年 10月",金門縣,"1,595","1,224",0,291,80,0.818
2798,"104年 11月",嘉義縣,"14,326","6,252",98,"6,999",978,0.918
2799,"93年 10月",連江縣,"1,023",540,0,176,307,3.73
2800,"104年 11月",屏東縣,"22,165","10,322",621,"10,260",962,0.878
2801,"93年 11月",新北市,"104,711","85,505",0,"15,983","3,223",0.943
2802,"104年 11月",臺東縣,"6,115","3,045",99,"2,498",474,0.915
2803,"93年 11月",臺北市,"76,150","48,658",0,"23,863","3,629",0.968
2804,"104年 11月",花蓮縣,"9,138","4,415",25,"4,143",554,0.917
2805,"93年 11月",桃園市,"52,703","38,962",0,"9,906","3,834",0.95
2806,"104年 11月",澎湖縣,"2,678","1,165",55,"1,154",304,0.873
2807,"93年 11月",臺中市,"61,052","41,040",0,"14,694","5,318",0.801
2808,"104年 11月",基隆市,"11,368","4,816",142,"5,263","1,147",1.018
2809,"93年 11月",臺中市(舊),"24,011","14,187",0,"6,989","2,835",0.789
2810,"104年 11月",新竹市,"12,900","5,896",137,"5,869",997,0.991
2811,"93年 11月",臺中縣,"37,041","26,853",0,"7,704","2,483",0.809
2812,"104年 11月",嘉義市,"8,044","3,142",374,"3,771",757,0.992
2813,"93年 11月",臺南市,"57,721","42,979",0,"12,311","2,431",1.035
2814,"104年 11月",金門縣,"2,225","1,102",42,952,129,0.56
2815,"93年 11月",臺南市(舊),"28,837","17,833",0,"9,101","1,902",1.274
2816,"104年 11月",連江縣,632,210,80,180,161,1.68
2817,"93年 11月",臺南縣,"28,884","25,146",0,"3,210",528,0.871
2818,"104年 12月",新北市,"76,698","24,820","2,797","38,665","10,415",0.623
2819,"93年 11月",高雄市,"70,210","55,849",0,"13,050","1,311",0.851
2820,"104年 12月",臺北市,"68,695","23,373","1,054","38,458","5,810",0.82
2821,"93年 11月",高雄市(舊),"37,884","30,729",0,"6,689",465,0.835
2822,"104年 12月",桃園市,"67,341","36,550",524,"27,692","2,575",1.032
2823,"93年 11月",高雄縣,"32,327","25,120",0,"6,361",846,0.871
2824,"104年 12月",臺中市,"64,986","30,574",405,"30,425","3,582",0.764
2825,"93年 11月",宜蘭縣,"10,975","7,055",0,"2,762","1,158",0.791
2826,"104年 12月",臺南市,"51,023","20,190",725,"24,406","5,702",0.873
2827,"93年 11月",新竹縣,"12,080","10,160",0,"1,717",203,0.866
2828,"104年 12月",高雄市,"78,386","32,027","1,406","36,909","8,045",0.91
2829,"93年 11月",苗栗縣,"14,808","11,573",0,"2,812",423,0.889
2830,"104年 12月",宜蘭縣,"14,040","5,201",331,"5,769","2,740",0.989
2831,"93年 11月",彰化縣,"29,331","23,646",0,"4,978",707,0.743
2832,"104年 12月",新竹縣,"13,552","6,076",63,"6,232","1,182",0.807
2833,"93年 11月",南投縣,"13,882","8,726",0,"3,848","1,308",0.864
2834,"104年 12月",苗栗縣,"19,165","7,050",231,"10,838","1,046",1.096
2835,"93年 11月",雲林縣,"18,083","14,698",0,"2,782",603,0.818
2836,"104年 12月",彰化縣,"32,183","16,316",451,"13,914","1,503",0.805
2837,"93年 11月",嘉義縣,"14,472","12,257",0,"1,713",503,0.865
2838,"104年 12月",南投縣,"17,655","7,716",218,"7,924","1,797",1.118
2839,"93年 11月",屏東縣,"25,369","18,838",0,"5,848",683,0.939
2840,"104年 12月",雲林縣,"16,115","8,238",257,"6,749",871,0.743
2841,"93年 11月",臺東縣,"6,398","4,872",0,"1,049",477,0.887
2842,"104年 12月",嘉義縣,"14,424","6,698",94,"6,590","1,041",0.895
2843,"93年 11月",花蓮縣,"10,523","7,720",0,"2,334",469,1.006
2844,"104年 12月",屏東縣,"22,824","10,939",641,"10,334",910,0.875
2845,"93年 11月",澎湖縣,"2,960","2,074",0,778,109,1.076
2846,"104年 12月",臺東縣,"7,360","3,052",100,"3,264",945,1.067
2847,"93年 11月",基隆市,"12,684","9,774",0,"2,546",364,1.078
2848,"104年 12月",花蓮縣,"8,768","4,596",21,"3,756",395,0.852
2849,"93年 11月",新竹市,"12,732","9,609",0,"2,968",155,1.099
2850,"104年 12月",澎湖縣,"2,812","1,219",56,"1,219",318,0.887
2851,"93年 11月",嘉義市,"8,168","7,185",0,674,309,1.007
2852,"104年 12月",基隆市,"11,806","5,055",167,"5,420","1,165",1.023
2853,"93年 11月",金門縣,"1,710","1,268",0,361,81,0.903
2854,"104年 12月",新竹市,"13,380","6,176",35,"6,247",922,0.995
2855,"93年 11月",連江縣,959,528,0,176,255,3.586
2856,"104年 12月",嘉義市,"7,812","2,785",374,"3,938",715,0.932
2857,"93年 12月",新北市,"108,003","86,608",0,"18,171","3,224",0.94
2858,"104年 12月",金門縣,"2,313","1,170",40,962,142,0.563
2859,"93年 12月",臺北市,"74,506","47,939",0,"22,662","3,905",0.916
2860,"104年 12月",連江縣,538,203,23,168,143,1.382
2861,"93年 12月",桃園市,"53,867","39,730",0,"10,128","4,009",0.939
2862,105年,新北市,"990,138","305,408","39,098","523,363","122,269",0.681
2863,"93年 12月",臺中市,"61,275","39,974",0,"15,928","5,372",0.777
2864,105年,臺北市,"783,268","244,574","13,649","456,832","68,213",0.793
2865,"93年 12月",臺中市(舊),"24,221","14,350",0,"6,995","2,877",0.769
2866,105年,桃園市,"792,116","382,259","6,635","377,307","25,915",1.018
2867,"93年 12月",臺中縣,"37,053","25,624",0,"8,934","2,496",0.783
2868,105年,臺中市,"815,996","363,332","5,358","404,326","42,979",0.809
2869,"93年 12月",臺南市,"56,077","40,908",0,"12,605","2,564",0.973
2870,105年,臺南市,"639,667","233,164","19,440","314,629","72,434",0.927
2871,"93年 12月",臺南市(舊),"29,002","17,541",0,"9,461","2,000",1.24
2872,105年,高雄市,"926,848","381,182","20,453","435,677","89,536",0.911
2873,"93年 12月",臺南縣,"27,076","23,368",0,"3,144",564,0.79
2874,105年,宜蘭縣,"165,525","73,797","4,107","73,459","14,162",0.988
2875,"93年 12月",高雄市,"77,185","60,725",0,"13,862","2,599",0.905
2876,105年,新竹縣,"165,179","73,803","1,086","80,421","9,869",0.828
2877,"93年 12月",高雄市(舊),"42,084","34,354",0,"7,274",456,0.897
2878,105年,苗栗縣,"191,217","89,283","3,304","86,163","12,467",0.93
2879,"93年 12月",高雄縣,"35,101","26,371",0,"6,588","2,143",0.915
2880,105年,彰化縣,"401,503","200,373","7,075","180,094","13,961",0.852
2881,"93年 12月",宜蘭縣,"11,157","7,075",0,"2,904","1,177",0.779
2882,105年,南投縣,"187,571","88,341","1,649","82,385","15,196",1.01
2883,"93年 12月",新竹縣,"12,040","9,948",0,"1,890",202,0.833
2884,105年,雲林縣,"198,745","99,596","3,792","82,683","12,675",0.779
2885,"93年 12月",苗栗縣,"14,472","11,239",0,"2,802",431,0.841
2886,105年,嘉義縣,"183,548","77,078","1,292","92,273","12,905",0.969
2887,"93年 12月",彰化縣,"30,364","24,817",0,"4,598",949,0.744
2888,105年,屏東縣,"299,360","148,673","12,099","127,326","11,262",0.975
2889,"93年 12月",南投縣,"13,394","8,868",0,"3,163","1,363",0.806
2890,105年,臺東縣,"88,339","37,984",771,"42,672","6,911",1.089
2891,"93年 12月",雲林縣,"17,846","14,493",0,"2,802",551,0.782
2892,105年,花蓮縣,"112,200","55,166",283,"51,261","5,489",0.925
2893,"93年 12月",嘉義縣,"15,298","12,790",0,"1,993",515,0.885
2894,105年,澎湖縣,"37,920","16,334",672,"16,894","4,018",1.008
2895,"93年 12月",屏東縣,"25,200","19,740",0,"4,726",735,0.903
2896,105年,基隆市,"149,929","63,635","2,180","72,243","11,871",1.101
2897,"93年 12月",臺東縣,"6,288","4,849",0,979,460,0.844
2898,105年,新竹市,"152,053","59,256","2,754","77,777","12,267",0.954
2899,"93年 12月",花蓮縣,"10,745","7,659",0,"2,586",501,0.995
2900,105年,嘉義市,"93,057","35,819","2,121","46,902","8,216",0.941
2901,"93年 12月",澎湖縣,"2,909","2,056",0,742,111,1.023
2902,105年,金門縣,"30,972","14,131",561,"14,145","2,135",0.632
2903,"93年 12月",基隆市,"11,766","9,214",0,"2,148",404,0.968
2904,105年,連江縣,"6,035","2,111",821,"1,920","1,183",1.312
2905,"93年 12月",新竹市,"12,927","9,336",0,"3,286",305,1.079
2906,"105年 1月",新北市,"77,335","24,778","3,913","38,292","10,352",0.628
2907,"93年 12月",嘉義市,"8,323","7,156",0,872,295,0.993
2908,"105年 1月",臺北市,"70,704","22,694","1,148","41,084","5,778",0.843
2909,"93年 12月",金門縣,"1,648","1,275",0,285,87,0.833
2910,"105年 1月",桃園市,"66,639","36,565",285,"27,427","2,362",1.02
2911,"93年 12月",連江縣,"1,109",720,0,176,213,4.051
2912,"105年 1月",臺中市,"68,329","32,444",487,"31,908","3,490",0.803
2913,94年,新北市,"1,325,096","971,086","62,229","229,921","61,860",0.975
2914,"105年 1月",臺南市,"52,137","20,901",959,"24,576","5,700",0.892
2915,94年,臺北市,"962,626","537,539","28,051","327,437","69,598",1.007
2916,"105年 1月",高雄市,"76,658","33,318","1,600","34,119","7,621",0.89
2917,94年,桃園市,"682,278","447,433","7,485","168,442","58,918",1.002
2918,"105年 1月",宜蘭縣,"15,732","6,568",389,"6,165","2,610",1.108
2919,94年,臺中市,"724,698","456,864","19,522","180,064","68,248",0.778
2920,"105年 1月",新竹縣,"13,965","6,158",92,"6,575","1,141",0.831
2921,94年,臺中市(舊),"292,361","159,721","7,330","87,766","37,545",0.783
2922,"105年 1月",苗栗縣,"14,266","7,318",217,"5,708","1,022",0.816
2923,94年,臺中縣,"432,336","297,144","12,192","92,298","30,703",0.774
2924,"105年 1月",彰化縣,"32,315","16,782",567,"13,741","1,225",0.809
2925,94年,臺南市,"734,350","505,575","27,200","167,421","34,154",1.081
2926,"105年 1月",南投縣,"16,702","8,063",264,"6,663","1,711",1.058
2927,94年,臺南市(舊),"369,371","202,466","15,636","126,811","24,459",1.339
2928,"105年 1月",雲林縣,"15,679","8,548",306,"5,754","1,072",0.723
2929,94年,臺南縣,"364,979","303,109","11,564","40,611","9,695",0.905
2930,"105年 1月",嘉義縣,"15,178","6,822",119,"7,198","1,039",0.942
2931,94年,高雄市,"911,182","649,851","24,520","199,019","37,792",0.907
2932,"105年 1月",屏東縣,"24,530","12,035",581,"10,977",937,0.941
2933,94年,高雄市(舊),"506,348","365,861","15,528","103,136","21,823",0.918
2934,"105年 1月",臺東縣,"6,110","2,988",102,"2,458",563,0.886
2935,94年,高雄縣,"404,833","283,990","8,992","95,883","15,969",0.895
2936,"105年 1月",花蓮縣,"8,965","4,817",20,"3,728",400,0.871
2937,94年,宜蘭縣,"147,696","86,214","1,959","41,339","18,185",0.876
2938,"105年 1月",澎湖縣,"2,766","1,284",60,"1,108",314,0.872
2939,"105年 1月",基隆市,"12,368","5,404",260,"5,602","1,102",1.072
2940,94年,新竹縣,"139,970","112,163","2,431","22,993","2,383",0.813
2941,"105年 1月",新竹市,"14,463","6,602",322,"6,576",963,1.075
2942,94年,苗栗縣,"191,225","133,989","3,903","46,133","7,200",0.945
2943,"105年 1月",嘉義市,"8,343","3,478",110,"3,954",800,0.996
2944,94年,彰化縣,"386,764","302,074","7,439","65,658","11,592",0.805
2945,"105年 1月",金門縣,"2,408","1,229",59,972,149,0.585
2946,94年,南投縣,"173,164","105,639","2,646","42,979","21,901",0.885
2947,"105年 1月",連江縣,666,262,148,162,93,1.713
2948,94年,雲林縣,"226,285","169,234","5,461","43,965","7,624",0.855
2949,"105年 2月",新北市,"84,716","32,167","3,538","39,213","9,797",0.736
2950,94年,嘉義縣,"184,874","147,943","6,127","24,143","6,661",0.909
2951,"105年 2月",臺北市,"68,618","23,400",753,"39,189","5,274",0.875
2952,94年,屏東縣,"288,872","234,828","2,470","42,260","9,314",0.88
2953,"105年 2月",桃園市,"59,406","29,163",45,"27,887","2,312",0.971
2954,94年,臺東縣,"77,159","56,754",811,"13,837","5,758",0.885
2955,"105年 2月",臺中市,"72,607","34,527",364,"34,011","3,706",0.911
2956,94年,花蓮縣,"148,528","83,258","17,477","35,359","12,434",1.172
2957,94年,澎湖縣,"39,603","24,020","3,480","9,670","2,433",1.178
2958,"105年 2月",臺南市,"54,052","21,399","1,772","25,075","5,806",0.989
2959,94年,基隆市,"140,660","93,822","3,307","34,750","8,781",0.983
2960,"105年 2月",高雄市,"73,708","30,685","1,631","33,974","7,419",0.915
2961,"105年 2月",宜蘭縣,"15,692","6,768",419,"6,047","2,458",1.181
2962,94年,新竹市,"150,138","98,879",707,"38,467","12,086",1.058
2963,"105年 2月",新竹縣,"14,247","6,595",84,"6,557","1,010",0.905
2964,94年,嘉義市,"107,017","80,751","6,156","16,095","4,015",1.082
2965,94年,金門縣,"19,347","14,301",98,"3,945","1,003",0.787
2966,"105年 2月",苗栗縣,"15,436","8,196",189,"5,800","1,251",0.945
2967,94年,連江縣,"13,531","7,059","2,074","2,137","2,261",3.9
2968,"105年 2月",彰化縣,"33,326","17,068",727,"14,476","1,055",0.891
2969,"94年 1月",新北市,"114,161","90,139","7,108","13,232","3,682",0.993
2970,"105年 2月",南投縣,"16,538","8,078",169,"6,683","1,608",1.121
2971,"94年 1月",臺北市,"87,106","50,604","4,575","26,219","5,707",1.072
2972,"105年 2月",雲林縣,"16,152","9,176",328,"5,671",978,0.797
2973,"94年 1月",桃園市,"57,236","41,086",699,"11,025","4,426",0.996
2974,"105年 2月",嘉義縣,"15,470","6,999",91,"7,286","1,094",1.027
2975,"94年 1月",臺中市,"61,128","39,433","1,778","13,804","6,113",0.775
2976,"105年 2月",屏東縣,"25,256","12,972",856,"10,579",850,1.036
2977,"94年 1月",臺中市(舊),"24,168","13,943",580,"6,431","3,213",0.766
2978,"105年 2月",臺東縣,"6,792","3,343",113,"2,761",575,1.054
2979,"94年 1月",臺中縣,"36,960","25,490","1,198","7,373","2,899",0.781
2980,"105年 2月",花蓮縣,"9,949","5,225",35,"4,301",388,1.034
2981,"94年 1月",臺南市,"59,953","41,837","1,303","13,369","3,445",1.039
2982,"105年 2月",澎湖縣,"2,868","1,350",52,"1,174",292,0.966
2983,"94年 1月",臺南市(舊),"30,407","16,899",658,"10,120","2,730",1.299
2984,"105年 2月",基隆市,"13,079","5,757",222,"5,951","1,150",1.213
2985,"94年 1月",臺南縣,"29,547","24,938",645,"3,249",714,0.862
2986,"105年 2月",新竹市,"12,630","5,360",291,"6,054",926,1.003
2987,"94年 1月",高雄市,"79,447","56,494","1,898","18,185","2,870",0.932
2988,"105年 2月",嘉義市,"7,840","3,245",114,"3,702",779,1
2989,"94年 1月",高雄市(舊),"46,227","32,099","1,293","11,071","1,765",0.986
2990,"105年 2月",金門縣,"2,529","1,318",55,"1,012",144,0.656
2991,"94年 1月",高雄縣,"33,219","24,395",605,"7,113","1,106",0.866
2992,"105年 2月",連江縣,384,171,48,105,60,1.058
2993,"94年 1月",宜蘭縣,"11,816","7,129",196,"3,269","1,222",0.825
2994,"105年 3月",新北市,"76,049","25,436","2,862","37,967","9,785",0.618
2995,"94年 1月",新竹縣,"12,084","10,287",67,"1,513",218,0.834
2996,"105年 3月",臺北市,"65,794","21,739",998,"37,585","5,472",0.785
2997,"94年 1月",苗栗縣,"16,884","11,566",265,"4,569",484,0.991
2998,"105年 3月",桃園市,"65,742","34,975","1,669","26,582","2,517",1.004
2999,"94年 1月",彰化縣,"32,440","26,289",733,"4,767",651,0.795
3000,"105年 3月",臺中市,"65,331","30,747",632,"30,503","3,448",0.767
3001,"94年 1月",南投縣,"15,296","9,218",214,"3,541","2,323",0.92
3002,"105年 3月",臺南市,"50,796","20,001",900,"24,189","5,707",0.869
3003,"94年 1月",雲林縣,"18,668","14,599",285,"3,165",619,0.818
3004,"105年 3月",高雄市,"75,851","32,715","1,419","33,831","7,885",0.881
3005,"94年 1月",嘉義縣,"15,194","12,375",240,"2,042",537,0.879
3006,"105年 3月",宜蘭縣,"14,720","5,835",340,"6,068","2,477",1.037
3007,"94年 1月",屏東縣,"23,673","19,638",147,"3,276",612,0.848
3008,"105年 3月",新竹縣,"13,568","6,244",71,"6,123","1,130",0.806
3009,"94年 1月",臺東縣,"6,623","4,940",71,"1,134",477,0.89
3010,"105年 3月",苗栗縣,"14,815","7,673",155,"5,947","1,040",0.849
3011,"94年 1月",花蓮縣,"10,532","7,026",258,"2,584",664,0.975
3012,"105年 3月",彰化縣,"32,445","16,809",532,"13,826","1,278",0.812
3013,"94年 1月",澎湖縣,"3,446","2,278",213,799,157,1.211
3014,"105年 3月",南投縣,"15,731","7,327",116,"6,698","1,590",0.998
3015,"94年 1月",基隆市,"12,945","9,571",332,"2,535",507,1.064
3016,"105年 3月",雲林縣,"15,836","8,305",286,"6,204","1,041",0.731
3017,"94年 1月",新竹市,"13,637","9,575",68,"3,451",543,1.137
3018,"105年 3月",嘉義縣,"14,721","6,683",106,"6,823","1,109",0.915
3019,"94年 1月",嘉義市,"8,628","7,136",41,"1,149",303,1.029
3020,"105年 3月",屏東縣,"22,601","11,286",424,"9,961",930,0.868
3021,"94年 1月",金門縣,"1,792","1,325",5,392,70,0.894
3022,"105年 3月",臺東縣,"6,519","2,829",67,"3,053",570,0.947
3023,"94年 1月",連江縣,978,606,4,171,198,3.501
3024,"105年 3月",花蓮縣,"9,034","4,534",20,"4,016",465,0.879
3025,"94年 2月",新北市,"115,238","88,249","4,363","18,057","4,570",1.109
3026,"105年 3月",澎湖縣,"2,729","1,243",58,"1,118",310,0.86
3027,"94年 2月",臺北市,"75,222","45,219","1,542","23,574","4,886",1.025
3028,"105年 3月",基隆市,"11,149","4,952",129,"5,145",923,0.967
3029,"94年 2月",桃園市,"54,393","38,867",565,"10,725","4,236",1.047
3030,"105年 3月",新竹市,"11,446","4,976",226,"5,386",857,0.85
3031,"94年 2月",臺中市,"62,002","39,461","1,756","14,915","5,870",0.87
3032,"105年 3月",嘉義市,"8,224","3,413",158,"3,891",761,0.982
3033,"94年 2月",臺中市(舊),"23,950","13,417",655,"6,850","3,029",0.84
3034,"105年 3月",金門縣,"2,410","1,229",36,988,157,0.585
3035,"94年 2月",臺中縣,"38,052","26,044","1,102","8,065","2,841",0.89
3036,"105年 3月",連江縣,406,167,43,129,67,1.047
3037,"94年 2月",臺南市,"58,352","40,984","1,450","12,772","3,145",1.12
3038,"105年 4月",新北市,"76,365","22,892","3,181","40,064","10,228",0.641
3039,"94年 2月",臺南市(舊),"29,574","16,834",812,"9,530","2,398",1.398
3040,"105年 4月",臺北市,"64,828","20,997","1,081","37,080","5,670",0.799
3041,"94年 2月",臺南縣,"28,777","24,150",638,"3,242",747,0.93
3042,"105年 4月",桃園市,"54,179","23,444",812,"27,671","2,253",0.854
3043,"94年 2月",高雄市,"75,616","56,108","2,444","14,013","3,051",0.981
3044,"105年 4月",臺中市,"62,321","29,215",366,"29,216","3,524",0.756
3045,"94年 2月",高雄市(舊),"41,836","31,440","1,540","7,032","1,824",0.988
3046,"105年 4月",臺南市,"50,435","19,002","1,151","24,580","5,702",0.892
3047,"94年 2月",高雄縣,"33,780","24,667",904,"6,981","1,227",0.974
3048,"105年 4月",高雄市,"72,192","30,362","1,383","32,984","7,463",0.866
3049,"94年 2月",宜蘭縣,"12,622","7,899",163,"3,184","1,376",0.976
3050,"105年 4月",宜蘭縣,"13,162","5,728",335,"5,487","1,612",0.958
3051,"94年 2月",新竹縣,"12,047","9,585",167,"2,089",207,0.919
3052,"105年 4月",新竹縣,"13,636","6,199",71,"6,331","1,035",0.836
3053,"94年 2月",苗栗縣,"17,590","12,682",228,"4,192",488,1.143
3054,"105年 4月",苗栗縣,"15,039","7,744",147,"6,127","1,021",0.892
3055,"94年 2月",彰化縣,"34,223","27,627",782,"5,087",727,0.928
3056,"105年 4月",彰化縣,"32,189","16,692",568,"13,859","1,070",0.832
3057,"94年 2月",南投縣,"15,354","9,649",219,"3,199","2,287",1.023
3058,"105年 4月",南投縣,"15,521","7,453",129,"6,313","1,627",1.018
3059,"94年 2月",雲林縣,"18,945","14,785",317,"3,183",660,0.919
3060,"105年 4月",雲林縣,"16,201","8,713",250,"6,227","1,011",0.774
3061,"94年 2月",嘉義縣,"16,085","13,380",216,"1,993",497,1.03
3062,"105年 4月",嘉義縣,"14,592","6,720",93,"6,656","1,122",0.938
3063,"94年 2月",屏東縣,"23,998","20,087",288,"3,128",495,0.952
3064,"105年 4月",屏東縣,"23,426","12,263",416,"9,842",906,0.93
3065,"94年 2月",臺東縣,"6,926","5,080",69,"1,247",531,1.03
3066,"105年 4月",臺東縣,"6,972","3,016",72,"3,328",556,1.047
3067,"94年 2月",花蓮縣,"11,063","6,947",367,"2,608","1,142",1.135
3068,"105年 4月",花蓮縣,"8,523","4,412",22,"3,652",437,0.857
3069,"94年 2月",澎湖縣,"3,178","2,043",187,772,175,1.235
3070,"105年 4月",澎湖縣,"2,910","1,361",47,"1,162",340,0.948
3071,"94年 2月",基隆市,"13,883","10,136",276,"2,937",534,1.264
3072,"105年 4月",基隆市,"11,839","5,208",137,"5,453","1,041",1.061
3073,"94年 2月",新竹市,"12,357","8,544",42,"3,112",659,1.14
3074,"105年 4月",新竹市,"11,787","4,932",263,"5,596",996,0.904
3075,"94年 2月",嘉義市,"7,851","6,464",83,"1,003",300,1.036
3076,"105年 4月",嘉義市,"7,918","3,197",147,"3,814",760,0.976
3077,"94年 2月",金門縣,"1,894","1,434",9,366,86,1.039
3078,"105年 4月",金門縣,"2,287","1,156",29,945,156,0.573
3079,"94年 2月",連江縣,997,606,4,176,212,3.802
3080,"105年 4月",連江縣,457,167,41,157,92,1.216
3081,"94年 3月",新北市,"110,511","84,608","3,953","17,565","4,386",0.961
3082,"105年 5月",新北市,"78,891","24,723","3,137","40,778","10,253",0.641
3083,"94年 3月",臺北市,"82,775","46,399","2,197","28,601","5,577",1.019
3084,"105年 5月",臺北市,"67,477","20,714","1,137","39,459","6,168",0.805
3085,"94年 3月",桃園市,"54,248","38,545",435,"10,572","4,696",0.942
3086,"105年 5月",桃園市,"49,611","19,610",104,"27,599","2,298",0.755
3087,"94年 3月",臺中市,"61,836","40,130","1,181","14,670","5,855",0.783
3088,"105年 5月",臺中市,"67,648","31,300",683,"32,003","3,662",0.793
3089,"94年 3月",臺中市(舊),"24,041","13,930",382,"6,673","3,057",0.761
3090,"105年 5月",臺南市,"50,253","19,000","1,112","24,388","5,754",0.86
3091,"94年 3月",臺中縣,"37,796","26,201",799,"7,998","2,798",0.798
3092,"105年 5月",高雄市,"73,918","30,831","1,418","34,306","7,363",0.858
3093,"94年 3月",臺南市,"58,107","41,260",982,"12,903","2,962",1.007
3094,"105年 5月",宜蘭縣,"13,747","6,891",316,"5,755",786,0.969
3095,"94年 3月",臺南市(舊),"28,631","16,370",487,"9,584","2,191",1.223
3096,"105年 5月",新竹縣,"13,701","6,149",80,"6,433","1,039",0.813
3097,"94年 3月",臺南縣,"29,475","24,890",495,"3,319",771,0.86
3098,"105年 5月",苗栗縣,"14,635","7,264",203,"6,106","1,062",0.84
3099,"94年 3月",高雄市,"72,407","53,124","1,728","14,468","3,088",0.849
3100,"105年 5月",彰化縣,"32,758","16,893",530,"14,206","1,129",0.82
3101,"94年 3月",高雄市(舊),"39,037","29,667","1,109","6,521","1,739",0.832
3102,"105年 5月",南投縣,"16,208","7,602",106,"6,811","1,688",1.03
3103,"94年 3月",高雄縣,"33,370","23,456",618,"7,946","1,349",0.869
3104,"105年 5月",雲林縣,"16,378","8,279",270,"6,705","1,124",0.757
3105,"94年 3月",宜蘭縣,"11,685","6,912",100,"3,165","1,507",0.816
3106,"105年 5月",嘉義縣,"14,690","6,512",72,"7,049","1,057",0.915
3107,"94年 3月",新竹縣,"11,450","9,576",149,"1,519",206,0.788
3108,"105年 5月",屏東縣,"23,731","12,594",428,"9,747",963,0.912
3109,"94年 3月",苗栗縣,"16,100","11,326",184,"4,058",531,0.936
3110,"105年 5月",臺東縣,"6,772","2,960",78,"3,134",600,0.985
